time,ax,ay,az,atotal
648.042,-0.10,0.02,-0.21,0.23
648.051,-0.04,0.09,-0.15,0.19
648.062,-0.04,0.11,-0.07,0.13
648.071,-0.00,0.06,-0.04,0.07
648.081,0.01,0.06,0.00,0.07
648.091,0.05,0.10,-0.08,0.14
648.101,0.10,0.14,-0.24,0.29
648.111,0.14,0.16,-0.30,0.37
648.121,0.11,0.15,-0.18,0.26
648.131,0.07,0.11,-0.17,0.22
648.141,-0.00,0.09,-0.16,0.18
648.151,-0.05,0.19,-0.18,0.27
648.161,-0.08,0.16,-0.24,0.30
648.171,-0.04,0.12,-0.29,0.32
648.181,-0.02,0.06,-0.33,0.34
648.191,-0.00,-0.00,-0.34,0.34
648.201,-0.08,-0.04,-0.26,0.27
648.211,-0.29,-0.11,-0.09,0.32
648.221,-0.44,-0.12,0.07,0.46
648.230,-0.60,-0.11,0.13,0.62
648.241,-0.73,-0.15,0.23,0.78
648.251,-0.67,-0.10,0.28,0.73
648.260,-0.58,0.02,0.15,0.60
648.270,-0.63,-0.07,0.11,0.64
648.280,-0.34,0.06,0.09,0.36
648.290,-0.38,0.04,-0.04,0.39
648.300,-0.21,0.01,-0.14,0.25
648.310,-0.04,0.13,-0.20,0.25
648.320,-0.20,0.09,-0.11,0.24
648.330,-0.08,0.21,-0.08,0.23
648.340,-0.15,0.25,-0.23,0.37
648.350,-0.12,0.21,-0.42,0.49
648.360,0.13,0.30,-0.53,0.62
648.370,-0.03,0.17,-0.41,0.45
648.380,0.03,0.11,-0.32,0.34
648.390,0.04,0.06,-0.33,0.34
648.400,-0.14,-0.02,-0.32,0.35
648.410,-0.20,-0.03,-0.10,0.22
648.420,-0.18,0.06,-0.15,0.25
648.429,-0.22,0.00,-0.30,0.37
648.440,-0.12,-0.06,-0.20,0.24
648.449,-0.11,-0.05,-0.12,0.17
648.459,-0.08,-0.08,-0.09,0.14
648.469,-0.06,-0.03,-0.11,0.13
648.479,0.00,0.06,-0.13,0.14
648.489,0.10,0.05,-0.15,0.19
648.499,0.14,-0.01,-0.17,0.22
648.509,0.27,0.05,-0.18,0.33
648.519,0.26,0.05,-0.32,0.42
648.529,0.17,0.01,-0.33,0.37
648.539,0.04,0.02,-0.14,0.15
648.549,-0.10,0.03,-0.14,0.17
648.559,-0.22,0.04,-0.13,0.26
648.569,-0.27,0.08,-0.13,0.31
648.579,-0.27,0.13,-0.27,0.40
648.589,-0.21,0.04,-0.48,0.53
648.599,-0.11,-0.01,-0.47,0.49
648.608,-0.11,-0.02,-0.43,0.44
648.619,-0.25,-0.08,-0.27,0.37
648.628,-0.40,-0.03,-0.17,0.44
648.639,-0.53,0.03,-0.17,0.56
648.648,-0.55,0.02,-0.19,0.58
648.659,-0.46,0.04,-0.21,0.51
648.668,-0.49,-0.04,-0.12,0.50
648.678,-0.52,-0.09,-0.06,0.53
648.688,-0.47,-0.02,-0.19,0.51
648.698,-0.40,-0.05,-0.31,0.51
648.708,-0.43,-0.11,-0.23,0.50
648.718,-0.40,-0.10,-0.10,0.43
648.728,-0.38,-0.08,-0.04,0.39
648.738,-0.35,-0.03,-0.23,0.42
648.748,-0.19,-0.05,-0.32,0.38
648.758,-0.18,-0.14,-0.33,0.40
648.768,0.01,-0.08,-0.33,0.34
648.778,-0.01,-0.13,-0.21,0.25
648.788,-0.09,-0.13,-0.18,0.24
648.798,-0.06,-0.08,-0.15,0.18
648.808,-0.23,-0.16,0.01,0.28
648.818,-0.37,-0.18,0.18,0.45
648.827,-0.42,-0.17,0.27,0.53
648.837,-0.50,-0.12,0.32,0.60
648.848,-0.58,-0.14,0.32,0.67
648.857,-0.43,-0.15,0.26,0.52
648.867,-0.33,-0.15,0.16,0.39
648.877,-0.17,-0.17,0.11,0.26
648.887,0.01,-0.17,0.08,0.19
648.897,0.08,-0.14,0.12,0.21
648.907,0.11,-0.11,0.10,0.19
648.917,0.19,-0.05,0.06,0.20
648.927,0.35,0.07,-0.16,0.39
648.937,0.40,0.07,-0.20,0.45
648.947,0.51,0.15,-0.26,0.59
648.957,0.54,0.10,-0.33,0.64
648.967,0.47,0.06,-0.35,0.59
648.977,0.23,-0.00,-0.17,0.29
648.987,0.02,0.00,-0.03,0.03
648.997,-0.07,0.11,-0.15,0.20
649.007,-0.18,0.03,-0.14,0.23
649.017,-0.13,0.03,-0.23,0.27
649.026,-0.09,0.01,-0.30,0.31
649.037,-0.14,-0.07,-0.17,0.23
649.046,-0.21,-0.12,-0.11,0.27
649.057,-0.22,-0.10,-0.20,0.31
649.066,-0.26,-0.10,-0.14,0.31
649.076,-0.30,-0.06,-0.03,0.30
649.086,-0.34,-0.04,-0.02,0.34
649.096,-0.28,-0.03,-0.12,0.31
649.106,-0.23,-0.02,-0.27,0.36
649.116,-0.18,-0.01,-0.34,0.38
649.126,-0.24,-0.02,-0.22,0.33
649.136,-0.42,-0.05,-0.05,0.43
649.146,-0.40,-0.02,-0.05,0.40
649.156,-0.45,-0.06,-0.06,0.46
649.166,-0.43,-0.11,-0.13,0.46
649.176,-0.43,-0.20,-0.12,0.49
649.186,-0.37,-0.27,-0.11,0.48
649.196,-0.28,-0.29,-0.17,0.44
649.206,-0.20,-0.29,-0.15,0.38
649.216,-0.14,-0.23,-0.14,0.30
649.226,-0.15,-0.29,-0.06,0.33
649.236,-0.00,-0.20,-0.20,0.28
649.245,0.05,-0.18,-0.19,0.27
649.255,0.15,-0.14,-0.22,0.30
649.265,0.06,-0.16,-0.13,0.22
649.275,0.09,-0.10,-0.10,0.17
649.285,0.01,-0.08,-0.12,0.14
649.295,-0.08,-0.08,-0.05,0.13
649.305,-0.05,-0.00,-0.01,0.05
649.315,-0.15,-0.01,0.09,0.17
649.325,-0.19,-0.05,0.15,0.25
649.335,-0.26,-0.07,0.22,0.35
649.345,-0.24,0.03,0.19,0.31
649.355,-0.33,-0.00,0.18,0.38
649.365,-0.20,0.02,0.03,0.21
649.375,-0.09,0.03,-0.07,0.12
649.385,-0.01,0.03,-0.06,0.07
649.395,-0.03,-0.03,-0.06,0.07
649.405,0.06,-0.01,-0.24,0.25
649.415,0.10,0.02,-0.29,0.31
649.424,0.07,-0.01,-0.27,0.28
649.435,-0.00,-0.00,-0.17,0.17
649.444,-0.20,-0.09,-0.05,0.22
649.454,-0.23,-0.11,-0.09,0.27
649.464,-0.33,-0.19,-0.13,0.40
649.474,-0.38,-0.19,-0.09,0.44
649.484,-0.50,-0.22,0.03,0.55
649.494,-0.47,-0.25,-0.03,0.54
649.504,-0.35,-0.25,-0.15,0.45
649.514,-0.16,-0.24,-0.24,0.38
649.524,-0.01,-0.22,-0.23,0.32
649.534,-0.07,-0.24,-0.11,0.28
649.544,-0.03,-0.23,-0.12,0.26
649.554,-0.03,-0.15,-0.15,0.22
649.564,-0.03,-0.05,-0.16,0.17
649.574,-0.09,-0.03,-0.00,0.09
649.584,-0.12,-0.02,0.03,0.13
649.594,-0.03,0.02,-0.12,0.13
649.604,0.12,0.07,-0.35,0.38
649.614,0.17,0.01,-0.35,0.39
649.623,0.07,-0.09,-0.12,0.17
649.634,0.01,-0.09,0.01,0.09
649.644,-0.16,-0.09,0.02,0.19
649.654,-0.29,-0.04,0.04,0.29
649.663,-0.28,0.06,-0.04,0.29
649.673,-0.30,0.01,-0.07,0.31
649.683,-0.09,0.01,-0.23,0.25
649.693,0.04,-0.03,-0.28,0.28
649.703,0.09,0.01,-0.27,0.29
649.713,0.06,0.01,-0.26,0.27
649.723,-0.01,-0.01,-0.26,0.26
649.733,-0.01,0.04,-0.31,0.32
649.743,-0.05,0.07,-0.22,0.24
649.753,-0.17,0.04,-0.16,0.24
649.763,-0.33,-0.03,-0.05,0.34
649.773,-0.47,-0.12,0.02,0.48
649.783,-0.42,-0.08,-0.12,0.44
649.793,-0.44,-0.06,-0.17,0.48
649.803,-0.37,-0.12,-0.20,0.43
649.813,-0.17,-0.19,-0.28,0.38
649.822,-0.10,-0.31,-0.24,0.40
649.832,0.04,-0.23,-0.31,0.39
649.842,-0.08,-0.17,-0.24,0.30
649.852,-0.13,-0.09,-0.25,0.29
649.862,-0.15,-0.10,-0.29,0.34
649.872,-0.13,-0.08,-0.25,0.29
649.882,-0.08,0.02,-0.20,0.22
649.892,-0.15,0.12,-0.10,0.21
649.902,-0.58,-0.08,0.16,0.61
649.912,-0.42,-0.21,-0.00,0.47
649.922,0.08,-0.08,-0.57,0.58
649.932,0.27,-0.15,-0.67,0.74
649.942,0.47,-0.12,-0.33,0.58
649.952,0.15,-0.25,0.12,0.32
649.962,-0.18,-0.43,0.17,0.50
649.972,-0.45,-0.43,0.19,0.65
649.982,-0.48,-0.29,0.42,0.70
649.992,-0.33,-0.01,0.44,0.55
650.002,-0.34,-0.14,0.37,0.52
650.012,-0.05,-0.24,0.17,0.29
650.022,0.22,-0.24,-0.08,0.34
650.032,0.37,-0.22,-0.29,0.52
650.041,0.47,-0.18,-0.36,0.62
650.052,0.52,-0.19,-0.25,0.61
650.061,0.47,-0.09,-0.07,0.49
650.071,0.34,-0.02,0.10,0.35
650.081,0.14,0.01,0.30,0.34
650.091,-0.07,-0.03,0.39,0.40
650.101,-0.12,-0.03,0.33,0.35
650.111,-0.09,0.02,0.24,0.26
650.121,-0.05,0.07,0.16,0.18
650.131,-0.12,0.02,0.19,0.22
650.141,-0.14,-0.00,0.12,0.18
650.151,-0.14,0.04,0.08,0.17
650.161,-0.19,0.11,0.09,0.24
650.171,-0.25,0.20,0.08,0.33
650.181,-0.30,0.22,0.02,0.37
650.191,-0.18,0.25,-0.18,0.36
650.201,-0.05,0.25,-0.29,0.39
650.211,-0.02,0.20,-0.22,0.30
650.221,-0.16,0.19,-0.06,0.26
650.231,-0.43,0.15,0.07,0.46
650.240,-0.64,0.17,0.05,0.66
650.251,-0.69,0.23,-0.07,0.73
650.260,-0.66,0.26,-0.14,0.72
650.270,-0.62,0.26,-0.13,0.69
650.280,-0.66,0.13,-0.11,0.68
650.290,-0.72,-0.05,-0.12,0.73
650.300,-0.73,-0.14,-0.14,0.76
650.310,-0.71,-0.12,-0.21,0.75
650.320,-0.89,-0.23,0.02,0.92
650.330,-0.99,-0.35,0.24,1.08
650.340,-0.75,-0.28,-0.09,0.80
650.350,-0.29,-0.04,-0.66,0.72
650.360,0.18,-0.13,-1.11,1.13
650.370,0.51,-0.28,-1.19,1.33
650.380,0.67,-0.53,-0.83,1.19
650.390,0.70,-0.75,-0.20,1.05
650.400,0.43,-0.64,0.50,0.92
650.410,-0.09,-0.23,0.70,0.75
650.420,-0.39,-0.16,0.47,0.63
650.430,-0.34,-0.21,0.11,0.41
650.439,0.06,-0.30,-0.16,0.35
650.450,0.45,-0.33,-0.37,0.67
650.459,0.67,-0.33,-0.38,0.84
650.469,0.78,-0.46,-0.28,0.95
650.479,0.77,-0.50,-0.34,0.98
650.489,0.74,-0.37,-0.43,0.93
650.499,0.76,-0.17,-0.20,0.80
650.509,0.75,0.01,0.21,0.78
650.519,0.71,0.10,0.41,0.82
650.529,0.58,0.14,0.32,0.68
650.539,0.48,0.14,0.28,0.57
650.549,0.23,0.14,0.43,0.51
650.559,-0.17,0.16,0.71,0.75
650.569,-0.46,0.21,0.83,0.98
650.579,-0.75,0.17,0.84,1.14
650.589,-0.87,0.17,0.84,1.22
650.599,-0.84,0.20,0.79,1.17
650.609,-0.76,0.24,0.60,1.00
650.619,-0.58,0.27,0.32,0.71
650.629,-0.53,0.16,0.24,0.61
650.638,-0.44,0.12,0.25,0.52
650.649,-0.39,0.16,0.34,0.54
650.658,-0.41,0.18,0.40,0.60
650.668,-0.46,0.12,0.41,0.63
650.678,-0.53,0.08,0.39,0.66
650.688,-0.64,0.10,0.31,0.72
650.698,-0.68,0.09,0.19,0.71
650.708,-0.65,0.10,-0.02,0.66
650.718,-0.62,0.07,-0.23,0.66
650.728,-0.53,0.01,-0.41,0.67
650.738,-0.44,-0.07,-0.50,0.67
650.748,-0.35,-0.17,-0.57,0.69
650.758,-0.23,-0.28,-0.61,0.71
650.768,-0.14,-0.38,-0.67,0.79
650.778,-0.03,-0.46,-0.59,0.75
650.788,0.05,-0.52,-0.48,0.71
650.798,0.05,-0.56,-0.47,0.73
650.808,0.07,-0.59,-0.52,0.79
650.817,0.15,-0.47,-0.67,0.83
650.828,0.19,-0.42,-0.70,0.84
650.837,0.30,-0.32,-0.63,0.77
650.847,0.22,-0.30,-0.40,0.54
650.857,0.18,-0.29,-0.26,0.43
650.867,0.15,-0.22,-0.27,0.38
650.877,0.12,-0.12,-0.26,0.31
650.887,0.10,-0.03,-0.25,0.27
650.897,0.18,0.05,-0.29,0.35
650.907,0.26,0.10,-0.33,0.43
650.917,0.40,0.16,-0.40,0.59
650.927,0.54,0.15,-0.45,0.71
650.937,0.55,0.16,-0.42,0.72
650.947,0.55,0.14,-0.32,0.66
650.957,0.46,0.04,-0.14,0.48
650.967,0.19,-0.09,0.12,0.24
650.977,0.09,-0.17,0.15,0.25
650.987,0.09,-0.16,0.04,0.19
650.997,0.15,-0.16,-0.01,0.22
651.007,0.24,-0.24,-0.04,0.34
651.017,0.26,-0.39,-0.01,0.47
651.027,0.22,-0.55,0.10,0.61
651.036,0.14,-0.65,0.27,0.72
651.047,0.04,-0.60,0.36,0.70
651.056,-0.06,-0.54,0.36,0.65
651.066,-0.05,-0.49,0.25,0.55
651.076,0.08,-0.44,0.20,0.49
651.086,0.19,-0.44,0.14,0.49
651.096,0.25,-0.45,0.06,0.52
651.106,0.28,-0.41,-0.05,0.50
651.116,0.21,-0.38,-0.04,0.44
651.126,0.25,-0.30,-0.17,0.42
651.136,0.33,-0.22,-0.41,0.57
651.146,0.44,-0.27,-0.57,0.77
651.156,0.51,-0.33,-0.58,0.84
651.166,0.45,-0.36,-0.40,0.70
651.176,0.23,-0.31,-0.30,0.49
651.186,-0.11,-0.37,-0.20,0.44
651.196,-0.41,-0.37,-0.08,0.56
651.206,-0.60,-0.39,0.00,0.72
651.216,-0.71,-0.39,0.06,0.81
651.226,-0.73,-0.40,0.10,0.84
651.236,-0.78,-0.47,0.09,0.91
651.246,-0.84,-0.57,0.04,1.02
651.255,-0.76,-0.58,-0.07,0.96
651.265,-0.56,-0.51,-0.32,0.83
651.275,-0.37,-0.47,-0.49,0.78
651.285,-0.27,-0.44,-0.40,0.66
651.295,-0.30,-0.42,-0.13,0.53
651.305,-0.51,-0.38,0.05,0.64
651.315,-0.84,-0.39,0.16,0.94
651.325,-1.05,-0.35,0.20,1.13
651.335,-0.77,-0.09,-0.19,0.80
651.345,-0.55,-0.05,-0.57,0.80
651.355,-0.19,-0.16,-0.84,0.87
651.365,0.02,-0.27,-0.78,0.82
651.375,0.05,-0.45,-0.61,0.76
651.385,0.10,-0.51,-0.63,0.82
651.395,-0.05,-0.58,-0.51,0.78
651.405,-0.01,-0.50,-0.42,0.66
651.415,0.01,-0.49,-0.41,0.64
651.425,0.16,-0.59,-0.53,0.81
651.435,0.32,-0.79,-0.61,1.05
651.444,0.44,-0.92,-0.60,1.19
651.454,0.43,-0.98,-0.45,1.16
651.464,0.30,-1.00,-0.22,1.07
651.474,0.12,-0.95,0.01,0.96
651.484,-0.12,-0.90,0.18,0.92
651.494,-0.18,-0.90,0.19,0.93
651.504,-0.20,-0.89,0.18,0.93
651.514,-0.05,-0.81,0.10,0.82
651.524,0.09,-0.78,0.01,0.79
651.534,0.24,-0.78,-0.08,0.82
651.544,0.39,-0.71,-0.18,0.83
651.554,0.46,-0.63,-0.23,0.81
651.564,0.54,-0.53,-0.27,0.81
651.574,0.63,-0.44,-0.29,0.82
651.584,0.74,-0.32,-0.34,0.87
651.594,0.71,-0.25,-0.25,0.79
651.604,0.60,-0.21,-0.06,0.64
651.613,0.37,-0.29,-0.01,0.47
651.624,0.12,-0.42,0.01,0.44
651.633,-0.09,-0.45,0.12,0.47
651.643,-0.26,-0.44,0.24,0.57
651.653,-0.41,-0.51,0.25,0.70
651.663,-0.45,-0.58,0.22,0.77
651.673,-0.50,-0.65,0.23,0.85
651.683,-0.54,-0.72,0.20,0.92
651.693,-0.53,-0.73,0.10,0.90
651.703,-0.38,-0.71,-0.19,0.83
651.713,-0.13,-0.64,-0.46,0.80
651.723,0.05,-0.69,-0.46,0.83
651.733,0.10,-0.78,-0.24,0.82
651.743,-0.07,-0.82,0.06,0.82
651.753,-0.47,-0.78,0.39,0.99
651.763,-0.92,-0.69,0.56,1.28
651.773,-1.00,-0.48,0.31,1.15
651.783,-0.96,-0.33,-0.04,1.02
651.793,-0.81,-0.36,-0.36,0.96
651.803,-0.48,-0.51,-0.64,0.95
651.813,-0.17,-0.62,-0.77,1.00
651.823,-0.04,-0.68,-0.68,0.96
651.832,0.02,-0.72,-0.50,0.87
651.843,-0.21,-0.73,-0.32,0.82
651.852,-0.50,-0.76,-0.24,0.94
651.862,-0.51,-0.76,-0.20,0.93
651.872,-0.42,-0.73,-0.26,0.88
651.882,-0.26,-0.79,-0.53,0.99
651.892,-0.11,-0.91,-0.85,1.25
651.902,-0.06,-0.93,-0.92,1.31
651.912,-0.03,-0.85,-0.72,1.11
651.922,-0.12,-0.79,-0.48,0.93
651.932,-0.14,-0.68,-0.34,0.77
651.942,-0.14,-0.61,-0.28,0.69
651.952,-0.14,-0.62,-0.35,0.73
651.962,-0.04,-0.61,-0.44,0.76
651.972,0.06,-0.62,-0.43,0.76
651.982,0.12,-0.64,-0.40,0.76
651.992,0.11,-0.67,-0.31,0.75
652.002,-0.00,-0.69,-0.10,0.70
652.012,-0.11,-0.71,0.09,0.73
652.022,-0.10,-0.68,0.09,0.69
652.031,-0.03,-0.65,-0.06,0.66
652.042,0.13,-0.67,-0.12,0.69
652.051,0.21,-0.72,-0.09,0.75
652.061,0.30,-0.74,-0.13,0.81
652.071,0.32,-0.74,-0.20,0.83
652.081,0.36,-0.74,-0.23,0.86
652.091,0.37,-0.74,-0.22,0.85
652.101,0.44,-0.72,-0.23,0.87
652.111,0.50,-0.67,-0.23,0.86
652.121,0.57,-0.64,-0.20,0.88
652.131,0.56,-0.65,-0.18,0.88
652.141,0.48,-0.67,-0.10,0.83
652.151,0.32,-0.69,-0.02,0.76
652.161,0.13,-0.73,0.10,0.75
652.171,-0.03,-0.72,0.18,0.75
652.181,-0.15,-0.71,0.22,0.76
652.191,-0.23,-0.72,0.22,0.78
652.201,-0.26,-0.76,0.17,0.83
652.211,-0.17,-0.74,0.10,0.77
652.221,-0.14,-0.70,0.02,0.72
652.231,-0.12,-0.72,-0.03,0.73
652.241,-0.08,-0.70,-0.07,0.71
652.250,-0.07,-0.73,-0.10,0.74
652.260,-0.04,-0.71,-0.13,0.73
652.270,-0.05,-0.68,-0.07,0.68
652.280,-0.10,-0.64,-0.07,0.65
652.290,-0.20,-0.66,-0.12,0.70
652.300,-0.20,-0.62,-0.17,0.67
652.310,-0.20,-0.56,-0.22,0.64
652.320,-0.21,-0.55,-0.31,0.66
652.330,-0.19,-0.56,-0.38,0.70
652.340,-0.16,-0.57,-0.45,0.74
652.350,-0.13,-0.59,-0.45,0.75
652.360,-0.18,-0.59,-0.41,0.74
652.370,-0.26,-0.62,-0.33,0.75
652.380,-0.37,-0.68,-0.27,0.82
652.390,-0.39,-0.72,-0.22,0.85
652.400,-0.41,-0.76,-0.24,0.89
652.410,-0.40,-0.74,-0.23,0.87
652.420,-0.41,-0.75,-0.25,0.89
652.430,-0.41,-0.76,-0.26,0.90
652.440,-0.35,-0.71,-0.26,0.84
652.449,-0.33,-0.68,-0.28,0.81
652.459,-0.23,-0.68,-0.30,0.78
652.469,-0.10,-0.65,-0.33,0.73
652.479,0.04,-0.63,-0.39,0.74
652.489,0.06,-0.67,-0.35,0.76
652.499,0.08,-0.69,-0.32,0.76
652.509,0.12,-0.61,-0.37,0.72
652.519,0.03,-0.64,-0.32,0.71
652.529,0.00,-0.65,-0.30,0.71
652.539,-0.02,-0.68,-0.26,0.73
652.549,-0.05,-0.70,-0.16,0.72
652.559,-0.17,-0.71,-0.08,0.73
652.569,-0.24,-0.72,-0.07,0.76
652.579,-0.30,-0.69,-0.08,0.76
652.589,-0.34,-0.72,-0.04,0.79
652.599,-0.31,-0.76,-0.00,0.82
652.609,-0.25,-0.74,0.00,0.78
652.619,-0.22,-0.74,0.03,0.77
652.628,-0.20,-0.74,0.06,0.77
652.639,-0.19,-0.71,0.07,0.74
652.648,-0.14,-0.69,0.04,0.70
652.658,-0.10,-0.66,0.02,0.66
652.668,-0.06,-0.65,0.01,0.65
652.678,0.05,-0.61,-0.09,0.62
652.688,0.11,-0.63,-0.21,0.67
652.698,0.19,-0.62,-0.31,0.71
652.708,0.20,-0.66,-0.30,0.75
652.718,0.18,-0.68,-0.27,0.75
652.728,0.13,-0.69,-0.25,0.74
652.738,0.11,-0.70,-0.28,0.77
652.748,0.13,-0.71,-0.31,0.78
652.758,0.14,-0.71,-0.26,0.77
652.768,0.05,-0.73,-0.16,0.75
652.778,-0.03,-0.78,-0.10,0.78
652.788,-0.05,-0.71,-0.10,0.72
652.798,-0.06,-0.62,-0.11,0.63
652.808,-0.11,-0.62,-0.10,0.63
652.818,-0.10,-0.61,-0.07,0.62
652.827,-0.02,-0.57,-0.13,0.59
652.837,0.00,-0.60,-0.19,0.63
652.847,0.01,-0.58,-0.14,0.60
652.857,-0.07,-0.56,-0.05,0.57
652.867,-0.19,-0.61,-0.02,0.64
652.877,-0.25,-0.60,-0.07,0.65
652.887,-0.22,-0.56,-0.13,0.61
652.897,-0.20,-0.59,-0.25,0.67
652.907,-0.17,-0.69,-0.31,0.78
652.917,-0.17,-0.77,-0.27,0.83
652.927,-0.22,-0.80,-0.19,0.85
652.937,-0.31,-0.82,-0.16,0.89
652.947,-0.35,-0.77,-0.21,0.87
652.957,-0.36,-0.73,-0.27,0.86
652.967,-0.29,-0.74,-0.33,0.86
652.977,-0.18,-0.76,-0.36,0.86
652.987,-0.12,-0.81,-0.30,0.87
652.997,-0.18,-0.85,-0.19,0.89
653.007,-0.26,-0.79,-0.11,0.84
653.017,-0.32,-0.71,-0.04,0.78
653.026,-0.30,-0.62,-0.05,0.69
653.037,-0.29,-0.59,-0.09,0.67
653.046,-0.21,-0.60,-0.16,0.65
653.057,-0.10,-0.62,-0.26,0.68
653.066,-0.03,-0.69,-0.27,0.74
653.076,0.08,-0.65,-0.27,0.71
653.086,0.07,-0.69,-0.22,0.73
653.096,0.09,-0.69,-0.24,0.73
653.106,0.04,-0.72,-0.23,0.76
653.116,0.07,-0.71,-0.23,0.74
653.126,0.06,-0.71,-0.24,0.75
653.136,0.03,-0.73,-0.22,0.76
653.146,-0.03,-0.72,-0.14,0.73
653.156,-0.10,-0.75,-0.02,0.76
653.166,-0.08,-0.71,-0.09,0.72
653.176,-0.04,-0.67,-0.16,0.69
653.186,0.07,-0.64,-0.21,0.68
653.196,0.17,-0.66,-0.22,0.72
653.206,0.20,-0.69,-0.25,0.75
653.216,0.19,-0.69,-0.20,0.75
653.226,0.12,-0.68,-0.14,0.70
653.236,-0.00,-0.66,0.04,0.66
653.245,-0.10,-0.64,0.11,0.65
653.255,-0.13,-0.57,0.07,0.59
653.265,-0.13,-0.59,-0.01,0.61
653.275,-0.07,-0.60,-0.04,0.60
653.285,-0.03,-0.62,-0.08,0.63
653.295,-0.01,-0.64,-0.14,0.66
653.305,-0.02,-0.70,-0.18,0.73
653.315,-0.02,-0.69,-0.20,0.72
653.325,-0.04,-0.70,-0.24,0.74
653.335,-0.03,-0.69,-0.27,0.74
653.345,-0.11,-0.73,-0.24,0.78
653.355,-0.16,-0.72,-0.22,0.77
653.365,-0.24,-0.73,-0.22,0.79
653.375,-0.29,-0.72,-0.18,0.80
653.385,-0.36,-0.70,-0.11,0.80
653.395,-0.38,-0.68,-0.06,0.79
653.405,-0.36,-0.61,-0.11,0.71
653.415,-0.28,-0.58,-0.20,0.68
653.424,-0.15,-0.57,-0.29,0.66
653.435,-0.03,-0.59,-0.32,0.67
653.444,0.07,-0.63,-0.33,0.72
653.454,0.14,-0.65,-0.34,0.74
653.464,0.11,-0.68,-0.30,0.76
653.474,0.00,-0.70,-0.18,0.72
653.484,-0.09,-0.68,-0.09,0.69
653.494,-0.11,-0.62,-0.12,0.65
653.504,-0.11,-0.61,-0.17,0.64
653.514,-0.04,-0.63,-0.22,0.67
653.524,0.05,-0.72,-0.22,0.75
653.534,0.16,-0.74,-0.24,0.80
653.544,0.15,-0.75,-0.21,0.79
653.554,0.12,-0.76,-0.13,0.78
653.564,0.07,-0.74,-0.12,0.75
653.574,0.03,-0.71,-0.05,0.71
653.584,-0.07,-0.73,0.06,0.73
653.594,-0.10,-0.69,0.10,0.71
653.604,-0.07,-0.66,0.07,0.67
653.614,-0.06,-0.64,-0.04,0.64
653.623,0.05,-0.63,-0.17,0.65
653.634,0.19,-0.62,-0.28,0.70
653.643,0.31,-0.61,-0.36,0.77
653.653,0.37,-0.65,-0.38,0.84
653.663,0.38,-0.71,-0.39,0.90
653.673,0.25,-0.75,-0.33,0.86
653.683,0.08,-0.71,-0.16,0.74
653.693,-0.10,-0.74,-0.08,0.75
653.703,-0.22,-0.76,-0.09,0.79
653.713,-0.23,-0.76,-0.18,0.82
653.723,-0.19,-0.80,-0.26,0.87
653.733,-0.15,-0.89,-0.31,0.95
653.743,-0.11,-0.94,-0.35,1.01
653.753,-0.16,-0.94,-0.29,0.99
653.763,-0.26,-0.91,-0.19,0.97
653.773,-0.39,-0.92,-0.07,1.00
653.783,-0.45,-0.89,0.02,1.00
653.793,-0.40,-0.82,0.01,0.91
653.803,-0.34,-0.78,-0.08,0.85
653.813,-0.26,-0.80,-0.22,0.87
653.822,-0.16,-0.82,-0.24,0.87
653.833,-0.12,-0.82,-0.22,0.86
653.842,-0.15,-0.85,-0.18,0.88
653.853,-0.20,-0.82,-0.11,0.85
653.862,-0.19,-0.76,-0.09,0.79
653.872,-0.14,-0.74,-0.21,0.78
653.882,-0.01,-0.75,-0.31,0.81
653.892,0.08,-0.84,-0.27,0.89
653.902,0.18,-0.88,-0.24,0.93
653.912,0.19,-0.91,-0.26,0.97
653.922,0.16,-0.93,-0.20,0.97
653.932,0.10,-0.89,-0.10,0.90
653.942,-0.03,-0.90,0.04,0.90
653.952,-0.08,-0.85,0.10,0.86
653.962,-0.17,-0.84,0.19,0.88
653.972,-0.25,-0.82,0.22,0.89
653.982,-0.29,-0.81,0.23,0.90
653.992,-0.31,-0.80,0.27,0.89
654.002,-0.25,-0.76,0.19,0.82
654.012,-0.15,-0.72,0.13,0.74
654.022,-0.08,-0.72,0.14,0.74
654.032,0.06,-0.68,0.05,0.69
654.041,0.13,-0.69,0.01,0.71
654.052,0.16,-0.65,-0.03,0.67
654.061,0.11,-0.66,0.00,0.67
654.071,0.03,-0.68,-0.01,0.68
654.081,-0.01,-0.70,-0.14,0.72
654.091,-0.00,-0.74,-0.20,0.77
654.101,-0.01,-0.73,-0.19,0.76
654.111,-0.05,-0.77,-0.18,0.79
654.121,-0.08,-0.80,-0.27,0.85
654.131,-0.10,-0.86,-0.33,0.93
654.141,-0.08,-0.87,-0.38,0.96
654.151,-0.13,-0.89,-0.38,0.98
654.161,-0.13,-0.91,-0.38,1.00
654.171,-0.10,-0.93,-0.40,1.02
654.181,-0.06,-0.92,-0.40,1.01
654.191,-0.14,-0.94,-0.35,1.01
654.201,-0.27,-0.96,-0.22,1.02
654.211,-0.39,-0.92,-0.11,1.01
654.220,-0.47,-0.84,-0.15,0.98
654.231,-0.50,-0.80,-0.23,0.97
654.240,-0.49,-0.79,-0.24,0.96
654.251,-0.35,-0.73,-0.30,0.86
654.260,-0.23,-0.76,-0.43,0.91
654.270,-0.19,-0.84,-0.43,0.96
654.280,-0.20,-0.83,-0.33,0.92
