time,ax,ay,az,atotal
286.958,-0.51,-0.14,-0.17,0.55
286.968,-0.52,-0.05,-0.11,0.53
286.978,-0.60,-0.01,-0.01,0.60
286.988,-0.68,0.01,0.11,0.69
286.998,-0.68,-0.04,0.19,0.71
287.008,-0.67,-0.07,0.20,0.71
287.017,-0.62,-0.11,0.21,0.66
287.027,-0.59,-0.12,0.26,0.65
287.037,-0.47,-0.13,0.26,0.55
287.047,-0.24,-0.05,0.03,0.25
287.057,0.07,-0.01,-0.26,0.27
287.067,0.34,-0.03,-0.39,0.51
287.077,0.53,-0.07,-0.31,0.62
287.087,0.65,-0.08,-0.29,0.71
287.097,0.79,-0.09,-0.38,0.89
287.107,0.82,-0.10,-0.38,0.91
287.117,0.68,-0.07,-0.18,0.71
287.127,0.50,-0.13,0.06,0.52
287.137,0.30,-0.15,0.30,0.45
287.147,0.03,-0.13,0.46,0.47
287.157,-0.25,-0.18,0.63,0.70
287.167,-0.56,-0.21,0.75,0.96
287.177,-0.71,-0.32,0.80,1.11
287.187,-0.75,-0.43,0.97,1.30
287.196,-0.80,-0.21,0.79,1.14
287.207,-0.73,-0.29,0.93,1.22
287.216,-0.60,-0.29,0.85,1.08
287.226,-0.41,-0.24,0.71,0.86
287.236,-0.14,-0.21,0.59,0.65
287.246,0.06,-0.12,0.53,0.54
287.256,0.13,-0.06,0.50,0.52
287.266,0.22,0.02,0.34,0.40
287.276,0.34,0.15,0.09,0.38
287.286,0.44,0.25,-0.10,0.52
287.296,0.45,0.33,-0.17,0.59
287.306,0.34,0.33,-0.12,0.49
287.316,0.22,0.34,-0.19,0.44
287.326,0.15,0.32,-0.29,0.46
287.336,0.04,0.20,-0.34,0.40
287.346,-0.04,0.07,-0.32,0.33
287.356,-0.08,-0.02,-0.33,0.34
287.366,-0.13,-0.16,-0.38,0.43
287.376,-0.15,-0.34,-0.43,0.57
287.386,-0.09,-0.43,-0.45,0.63
287.395,0.11,-0.45,-0.60,0.75
287.406,0.38,-0.50,-0.75,0.98
287.415,0.63,-0.59,-0.76,1.15
287.425,0.76,-0.67,-0.70,1.23
287.435,0.78,-0.68,-0.60,1.20
287.445,0.76,-0.63,-0.51,1.11
287.455,0.69,-0.44,-0.36,0.89
287.465,0.51,-0.29,-0.22,0.63
287.475,0.39,-0.23,-0.11,0.46
287.485,0.42,-0.21,-0.12,0.49
287.495,0.43,-0.18,-0.09,0.48
287.505,0.42,-0.15,0.04,0.45
287.515,0.37,-0.16,0.18,0.44
287.525,0.34,-0.19,0.22,0.44
287.535,0.33,-0.17,0.25,0.45
287.545,0.23,-0.16,0.42,0.51
287.555,0.01,-0.14,0.67,0.68
287.565,-0.25,-0.11,0.83,0.88
287.575,-0.46,-0.06,0.89,1.00
287.585,-0.64,-0.00,0.94,1.14
287.595,-0.81,0.05,1.00,1.28
287.605,-0.89,0.16,1.11,1.43
287.614,-0.98,0.24,1.06,1.46
287.624,-0.98,0.29,0.89,1.36
287.634,-0.89,0.36,0.58,1.12
287.644,-0.63,0.46,0.19,0.80
287.654,-0.26,0.52,-0.21,0.62
287.664,-0.04,0.46,-0.50,0.68
287.674,0.16,0.36,-0.64,0.75
287.684,0.29,0.31,-0.64,0.77
287.694,0.39,0.33,-0.64,0.82
287.704,0.29,0.32,-0.56,0.71
287.714,0.01,0.24,-0.45,0.51
287.724,-0.19,0.16,-0.41,0.48
287.734,-0.33,0.09,-0.52,0.62
287.744,-0.36,-0.03,-0.63,0.73
287.754,-0.26,-0.23,-0.76,0.84
287.764,-0.12,-0.40,-0.90,0.99
287.774,0.02,-0.58,-0.94,1.11
287.784,0.11,-0.73,-0.87,1.14
287.794,0.20,-0.80,-0.70,1.08
287.804,0.23,-0.84,-0.59,1.05
287.813,0.34,-0.84,-0.50,1.03
287.824,0.49,-0.74,-0.45,1.00
287.833,0.65,-0.64,-0.49,1.04
287.843,0.84,-0.54,-0.62,1.18
287.853,0.99,-0.49,-0.63,1.27
287.863,1.05,-0.45,-0.56,1.27
287.873,0.98,-0.40,-0.37,1.13
287.883,0.85,-0.35,-0.15,0.93
287.893,0.70,-0.25,0.02,0.74
287.903,0.55,-0.18,0.12,0.59
287.913,0.48,-0.14,0.13,0.51
287.923,0.44,-0.05,0.08,0.45
287.933,0.45,-0.03,0.09,0.46
287.943,0.41,-0.05,0.22,0.47
287.953,0.30,-0.04,0.41,0.51
287.963,0.14,-0.02,0.56,0.58
287.973,-0.07,-0.01,0.69,0.69
287.983,-0.26,0.04,0.73,0.78
287.993,-0.40,0.08,0.72,0.83
288.003,-0.39,0.14,0.60,0.73
288.012,-0.28,0.16,0.45,0.55
288.023,-0.25,0.18,0.42,0.52
288.032,-0.28,0.14,0.52,0.61
288.043,-0.45,0.15,0.64,0.79
288.052,-0.64,0.20,0.68,0.96
288.062,-0.84,0.23,0.73,1.14
288.072,-0.95,0.25,0.77,1.25
288.082,-0.95,0.23,0.76,1.24
288.092,-0.88,0.20,0.68,1.13
288.102,-0.71,0.14,0.48,0.87
288.112,-0.61,0.10,0.31,0.69
288.122,-0.53,0.04,0.12,0.55
288.132,-0.44,0.01,-0.06,0.45
288.142,-0.33,-0.05,-0.23,0.40
288.152,-0.16,-0.05,-0.33,0.37
288.162,-0.04,-0.08,-0.32,0.33
288.172,0.05,-0.15,-0.31,0.35
288.182,0.10,-0.21,-0.35,0.42
288.192,0.11,-0.27,-0.34,0.45
288.202,0.12,-0.35,-0.31,0.48
288.211,0.18,-0.37,-0.34,0.53
288.222,0.19,-0.42,-0.37,0.59
288.231,0.18,-0.50,-0.38,0.66
288.241,0.26,-0.50,-0.48,0.74
288.251,0.33,-0.49,-0.64,0.87
288.261,0.48,-0.49,-0.74,1.01
288.271,0.62,-0.50,-0.70,1.07
288.281,0.68,-0.50,-0.55,1.00
288.291,0.69,-0.52,-0.41,0.96
288.301,0.61,-0.45,-0.25,0.80
288.311,0.51,-0.35,-0.14,0.64
288.321,0.36,-0.26,-0.08,0.45
288.331,0.26,-0.19,0.00,0.32
288.341,0.20,-0.08,0.08,0.23
288.351,0.17,0.01,0.16,0.23
288.361,0.15,0.06,0.19,0.25
288.371,0.07,0.12,0.26,0.30
288.381,-0.01,0.15,0.32,0.36
288.391,-0.08,0.21,0.39,0.45
288.401,-0.15,0.22,0.51,0.58
288.410,-0.24,0.23,0.61,0.69
288.421,-0.30,0.27,0.65,0.76
288.430,-0.36,0.27,0.59,0.74
288.440,-0.37,0.27,0.54,0.71
288.450,-0.32,0.22,0.50,0.64
288.460,-0.25,0.20,0.42,0.53
288.470,-0.28,0.10,0.42,0.51
288.480,-0.22,0.06,0.38,0.44
288.490,-0.19,0.02,0.35,0.40
288.500,-0.22,-0.07,0.34,0.41
288.510,-0.24,-0.11,0.39,0.47
288.520,-0.32,-0.12,0.40,0.53
288.530,-0.33,-0.13,0.36,0.51
288.540,-0.26,-0.12,0.27,0.39
288.550,-0.14,-0.13,0.12,0.22
288.560,0.04,-0.15,-0.05,0.16
288.570,0.22,-0.19,-0.19,0.35
288.580,0.36,-0.27,-0.28,0.52
288.590,0.40,-0.32,-0.27,0.58
288.600,0.42,-0.33,-0.23,0.59
288.610,0.41,-0.34,-0.18,0.56
288.620,0.35,-0.32,-0.21,0.52
288.629,0.31,-0.30,-0.20,0.48
288.639,0.24,-0.30,-0.13,0.41
288.649,0.20,-0.30,-0.07,0.37
288.659,0.14,-0.26,-0.01,0.29
288.669,0.10,-0.25,0.04,0.27
288.679,0.05,-0.23,0.11,0.26
288.689,0.12,-0.21,0.04,0.25
288.699,0.15,-0.17,0.01,0.22
288.709,0.20,-0.20,0.03,0.28
288.719,0.29,-0.14,-0.01,0.32
288.729,0.22,-0.14,0.06,0.27
288.739,0.17,-0.13,0.17,0.27
288.749,0.18,-0.04,0.17,0.25
288.759,0.18,0.05,0.07,0.20
288.769,0.13,0.07,0.13,0.20
288.779,0.04,0.09,0.28,0.30
288.789,-0.02,0.12,0.23,0.26
288.799,-0.03,0.12,0.10,0.16
288.808,-0.03,0.07,0.08,0.11
288.819,-0.12,-0.00,0.26,0.29
288.828,-0.22,-0.07,0.37,0.44
288.838,-0.28,-0.07,0.37,0.47
288.848,-0.35,-0.09,0.35,0.50
288.858,-0.31,-0.11,0.31,0.45
288.868,-0.27,-0.13,0.34,0.45
288.878,-0.22,-0.21,0.31,0.43
288.888,-0.10,-0.26,0.22,0.35
288.898,-0.06,-0.29,0.22,0.36
288.908,-0.04,-0.27,0.19,0.33
288.918,0.01,-0.25,0.09,0.26
288.928,0.11,-0.23,-0.08,0.26
288.938,0.17,-0.24,-0.09,0.31
288.948,0.18,-0.24,-0.10,0.32
288.958,0.21,-0.24,-0.13,0.34
288.968,0.16,-0.23,-0.14,0.32
288.978,0.13,-0.18,-0.12,0.25
288.988,0.08,-0.15,-0.14,0.23
288.998,0.01,-0.14,-0.09,0.17
289.008,-0.04,-0.11,-0.09,0.14
289.018,-0.08,-0.14,-0.09,0.18
289.027,-0.06,-0.14,-0.15,0.21
289.038,-0.10,-0.18,-0.17,0.26
289.047,-0.03,-0.19,-0.20,0.28
289.057,0.04,-0.17,-0.29,0.34
289.067,0.08,-0.21,-0.31,0.38
289.077,0.14,-0.19,-0.33,0.41
289.087,0.10,-0.23,-0.26,0.36
289.097,-0.00,-0.24,-0.12,0.26
289.107,-0.06,-0.21,-0.10,0.25
289.117,-0.07,-0.23,-0.13,0.27
289.127,-0.07,-0.23,-0.14,0.28
289.137,-0.01,-0.25,-0.16,0.30
289.147,0.04,-0.31,-0.25,0.40
289.157,0.16,-0.30,-0.34,0.48
289.167,0.11,-0.34,-0.25,0.43
289.177,-0.05,-0.35,-0.03,0.36
289.187,-0.22,-0.33,0.10,0.40
289.197,-0.27,-0.31,0.01,0.41
289.207,-0.13,-0.27,-0.23,0.38
289.217,0.19,-0.23,-0.60,0.66
289.226,0.34,-0.32,-0.68,0.82
289.237,0.41,-0.42,-0.53,0.80
289.246,0.29,-0.42,-0.46,0.69
289.257,-0.01,-0.54,-0.26,0.60
289.266,-0.36,-0.62,0.05,0.71
289.277,-0.69,-0.70,0.37,1.06
289.286,-0.74,-0.61,0.41,1.04
289.296,-0.49,-0.39,0.26,0.68
289.306,-0.35,-0.37,0.11,0.52
289.316,-0.19,-0.50,0.16,0.56
289.326,-0.03,-0.57,0.22,0.61
289.336,0.14,-0.50,0.05,0.52
289.346,0.31,-0.41,-0.20,0.55
289.356,0.45,-0.24,-0.24,0.56
289.366,0.46,-0.16,-0.05,0.49
289.376,0.40,-0.17,0.04,0.44
289.386,0.35,-0.14,-0.04,0.38
289.396,0.29,-0.07,-0.21,0.36
289.405,0.22,0.02,-0.35,0.42
289.416,0.25,0.08,-0.46,0.53
289.425,0.24,0.05,-0.49,0.55
289.436,0.16,0.01,-0.45,0.48
289.445,0.09,-0.02,-0.38,0.39
289.455,-0.17,-0.03,-0.22,0.28
289.465,-0.38,-0.03,0.00,0.38
289.475,-0.62,-0.00,0.18,0.64
289.485,-0.88,0.05,0.30,0.93
289.495,-1.01,0.02,0.34,1.07
289.505,-0.86,0.10,0.06,0.87
289.515,-0.53,0.14,-0.38,0.67
289.525,-0.14,0.15,-0.64,0.67
289.535,-0.07,0.05,-0.47,0.48
289.545,-0.26,-0.09,-0.10,0.30
289.555,-0.36,-0.12,0.03,0.38
289.565,-0.37,-0.10,-0.26,0.46
289.575,-0.24,-0.03,-0.57,0.62
289.585,-0.34,-0.10,-0.35,0.49
289.595,-0.48,-0.19,0.02,0.51
289.604,-0.52,-0.23,-0.14,0.59
289.615,-0.34,-0.31,-0.71,0.85
289.624,-0.07,-0.39,-1.15,1.21
289.634,0.12,-0.39,-1.09,1.16
289.644,0.08,-0.42,-0.63,0.76
289.654,-0.32,-0.56,-0.22,0.68
289.664,-0.71,-0.60,-0.08,0.93
289.674,-0.85,-0.52,-0.28,1.04
289.684,-0.60,-0.31,-0.72,0.99
289.694,-0.11,-0.18,-1.15,1.17
289.704,0.37,-0.26,-1.43,1.50
289.714,0.56,-0.41,-1.47,1.62
289.724,0.79,-0.49,-1.52,1.78
289.734,0.92,-0.54,-1.53,1.86
289.744,0.78,-0.39,-1.27,1.54
289.754,0.41,-0.32,-0.83,0.98
289.764,0.14,-0.25,-0.58,0.65
289.774,-0.12,-0.25,-0.51,0.58
289.784,-0.14,-0.26,-0.62,0.69
289.794,-0.33,-0.42,-0.47,0.72
289.804,-0.55,-0.60,-0.04,0.81
289.814,-0.50,-0.51,0.06,0.72
289.823,-0.43,-0.41,-0.27,0.65
289.834,-0.22,-0.39,-0.54,0.70
289.843,-0.05,-0.47,-0.44,0.64
289.853,0.05,-0.54,-0.09,0.55
289.863,0.13,-0.52,0.11,0.55
289.873,0.10,-0.44,0.12,0.47
289.883,-0.03,-0.35,0.07,0.35
289.893,-0.24,-0.29,0.17,0.41
289.903,-0.35,-0.23,0.35,0.55
289.913,-0.38,-0.20,0.44,0.62
289.923,-0.35,-0.18,0.45,0.59
289.933,-0.31,-0.17,0.35,0.50
289.943,-0.23,-0.23,0.22,0.39
289.953,-0.23,-0.35,0.27,0.50
289.963,-0.48,-0.50,0.61,0.93
289.973,-0.86,-0.55,1.07,1.48
289.983,-1.15,-0.49,1.27,1.78
289.993,-1.31,-0.41,1.17,1.80
290.003,-1.23,-0.31,0.95,1.58
290.013,-1.14,-0.33,0.89,1.48
290.022,-1.11,-0.55,1.02,1.61
290.033,-0.84,-0.60,0.92,1.38
290.042,-0.43,-0.55,0.55,0.89
290.052,-0.03,-0.40,-0.13,0.42
290.062,0.39,-0.37,-0.73,0.91
290.072,0.79,-0.38,-0.87,1.24
290.082,1.15,-0.33,-0.76,1.41
290.092,1.33,-0.29,-0.64,1.50
290.102,1.14,-0.19,-0.38,1.21
290.112,0.62,-0.00,-0.27,0.67
290.122,0.14,0.03,-0.38,0.41
290.132,-0.04,0.05,-0.54,0.55
290.142,0.14,0.06,-0.71,0.73
290.152,0.28,-0.08,-0.84,0.88
290.162,0.29,-0.26,-0.80,0.88
290.172,0.20,-0.45,-0.80,0.94
290.182,0.21,-0.53,-0.91,1.07
290.192,0.20,-0.53,-0.86,1.03
290.202,0.08,-0.47,-0.60,0.77
290.212,-0.16,-0.45,-0.18,0.51
290.221,-0.29,-0.43,-0.21,0.55
290.232,-0.09,-0.34,-0.72,0.80
290.241,0.21,-0.25,-1.11,1.16
290.251,0.35,-0.24,-1.06,1.14
290.261,0.28,-0.27,-0.81,0.90
290.271,0.19,-0.27,-0.67,0.75
290.281,0.08,-0.19,-0.70,0.73
290.291,-0.15,-0.08,-0.58,0.60
290.301,-0.41,-0.06,-0.39,0.57
290.311,-0.61,-0.09,-0.21,0.65
290.321,-0.67,-0.12,-0.19,0.71
290.331,-0.64,-0.16,-0.28,0.72
290.341,-0.53,-0.27,-0.39,0.71
290.351,-0.45,-0.40,-0.51,0.79
290.361,-0.38,-0.55,-0.54,0.86
290.371,-0.33,-0.66,-0.49,0.88
290.381,-0.32,-0.65,-0.37,0.82
290.391,-0.41,-0.66,-0.22,0.81
290.401,-0.42,-0.61,-0.23,0.78
290.411,-0.43,-0.56,-0.24,0.75
290.421,-0.36,-0.54,-0.25,0.69
290.431,-0.26,-0.51,-0.32,0.66
290.440,-0.06,-0.48,-0.44,0.65
290.451,0.10,-0.48,-0.55,0.74
290.460,0.02,-0.60,-0.35,0.69
290.470,-0.01,-0.60,-0.05,0.60
290.480,-0.10,-0.54,0.05,0.56
290.490,-0.18,-0.50,0.05,0.54
290.500,-0.22,-0.45,0.04,0.51
290.510,-0.28,-0.40,0.11,0.50
290.520,-0.28,-0.40,0.14,0.51
290.530,-0.28,-0.45,0.12,0.54
290.540,-0.29,-0.44,0.13,0.54
290.550,-0.25,-0.44,0.08,0.51
290.560,-0.15,-0.43,-0.01,0.45
290.570,-0.11,-0.39,0.01,0.40
290.580,-0.15,-0.36,0.13,0.41
290.590,-0.20,-0.31,0.19,0.42
290.600,-0.18,-0.24,0.02,0.30
290.610,-0.11,-0.18,-0.22,0.30
290.620,-0.10,-0.24,-0.28,0.38
290.630,-0.13,-0.23,-0.17,0.31
290.639,-0.17,-0.26,-0.14,0.34
290.649,-0.22,-0.24,-0.17,0.37
290.659,-0.38,-0.29,-0.11,0.49
290.669,-0.51,-0.28,-0.09,0.59
290.679,-0.64,-0.32,-0.08,0.72
290.689,-0.55,-0.34,-0.28,0.71
290.699,-0.41,-0.35,-0.54,0.76
290.709,-0.28,-0.40,-0.69,0.84
290.719,-0.19,-0.48,-0.71,0.88
290.729,-0.23,-0.58,-0.60,0.87
290.739,-0.28,-0.60,-0.51,0.84
290.749,-0.38,-0.56,-0.43,0.80
290.759,-0.45,-0.53,-0.40,0.80
290.769,-0.52,-0.57,-0.39,0.86
290.779,-0.49,-0.58,-0.43,0.88
290.789,-0.35,-0.53,-0.62,0.88
290.799,-0.22,-0.52,-0.89,1.05
290.809,-0.24,-0.62,-0.87,1.09
290.818,-0.22,-0.63,-0.73,0.99
290.829,-0.26,-0.63,-0.63,0.92
290.839,-0.38,-0.62,-0.52,0.89
290.849,-0.47,-0.62,-0.48,0.91
290.858,-0.55,-0.59,-0.42,0.91
290.868,-0.53,-0.56,-0.40,0.87
290.878,-0.47,-0.54,-0.43,0.83
290.888,-0.44,-0.55,-0.44,0.83
290.898,-0.36,-0.50,-0.43,0.75
290.908,-0.32,-0.50,-0.46,0.75
290.918,-0.36,-0.54,-0.40,0.76
290.928,-0.29,-0.46,-0.32,0.63
290.938,-0.23,-0.37,-0.36,0.57
290.948,-0.41,-0.50,-0.28,0.70
290.958,-0.51,-0.55,-0.18,0.77
290.968,-0.49,-0.45,-0.18,0.69
290.978,-0.59,-0.51,-0.24,0.82
290.988,-0.57,-0.55,-0.24,0.83
290.998,-0.59,-0.57,-0.18,0.84
291.008,-0.64,-0.60,-0.08,0.89
291.018,-0.63,-0.63,-0.09,0.89
291.028,-0.51,-0.67,-0.25,0.88
291.037,-0.37,-0.65,-0.38,0.84
291.048,-0.31,-0.67,-0.37,0.83
291.057,-0.27,-0.66,-0.35,0.80
291.067,-0.27,-0.74,-0.46,0.91
291.077,-0.09,-0.65,-0.69,0.96
291.087,-0.15,-0.67,-0.65,0.95
291.097,-0.45,-0.75,-0.25,0.91
291.107,-0.66,-0.73,0.03,0.99
291.117,-0.80,-0.66,-0.02,1.03
291.127,-0.81,-0.53,-0.20,0.99
291.137,-0.69,-0.41,-0.28,0.85
291.147,-0.66,-0.48,-0.30,0.87
291.157,-0.55,-0.60,-0.36,0.89
291.167,-0.45,-0.65,-0.35,0.86
291.177,-0.52,-0.70,-0.35,0.94
291.187,-0.62,-0.71,-0.29,0.99
291.197,-0.71,-0.69,-0.19,1.01
291.207,-0.67,-0.69,-0.30,1.01
291.217,-0.48,-0.63,-0.54,0.96
291.227,-0.43,-0.69,-0.64,1.04
291.236,-0.45,-0.82,-0.62,1.13
291.247,-0.35,-0.83,-0.67,1.12
291.256,-0.28,-0.85,-0.76,1.17
291.266,-0.21,-0.88,-0.84,1.23
291.276,-0.27,-0.88,-0.68,1.14
291.286,-0.40,-0.92,-0.43,1.10
291.296,-0.47,-0.95,-0.36,1.12
291.306,-0.37,-0.90,-0.52,1.10
291.316,-0.24,-0.84,-0.61,1.07
291.326,-0.16,-0.76,-0.59,0.98
291.336,-0.18,-0.76,-0.42,0.89
291.346,-0.24,-0.81,-0.29,0.90
291.356,-0.22,-0.82,-0.34,0.92
291.366,-0.22,-0.80,-0.33,0.90
291.376,-0.22,-0.83,-0.26,0.89
291.386,-0.17,-0.81,-0.19,0.85
291.396,-0.15,-0.83,-0.18,0.86
291.406,-0.12,-0.89,-0.27,0.94
291.416,-0.16,-0.98,-0.23,1.01
291.426,-0.32,-1.06,-0.01,1.11
291.436,-0.47,-1.08,0.19,1.19
291.445,-0.53,-0.99,0.20,1.14
291.455,-0.53,-0.91,0.15,1.06
291.465,-0.57,-0.97,0.10,1.13
291.475,-0.47,-1.00,0.01,1.11
291.485,-0.34,-1.05,-0.03,1.10
291.495,-0.34,-1.11,-0.02,1.16
291.505,-0.33,-1.11,-0.01,1.16
291.515,-0.26,-1.06,-0.12,1.09
291.525,-0.30,-1.02,-0.15,1.07
291.535,-0.34,-1.02,-0.12,1.08
291.545,-0.38,-1.02,-0.08,1.09
291.555,-0.44,-1.00,-0.01,1.09
291.565,-0.53,-1.01,-0.03,1.14
291.575,-0.50,-0.98,-0.19,1.12
291.585,-0.42,-0.92,-0.43,1.10
291.595,-0.26,-0.95,-0.64,1.17
291.605,-0.10,-1.04,-0.76,1.29
291.615,-0.06,-1.12,-0.69,1.32
291.625,-0.08,-1.15,-0.60,1.29
291.635,-0.21,-1.19,-0.55,1.33
291.645,-0.48,-1.22,-0.36,1.36
291.654,-0.83,-1.29,-0.05,1.53
291.664,-1.10,-1.30,0.09,1.70
291.674,-1.16,-1.29,0.07,1.74
291.684,-1.01,-1.20,-0.12,1.57
291.694,-0.83,-1.19,-0.35,1.49
291.704,-0.71,-1.30,-0.57,1.59
291.714,-0.43,-1.32,-0.63,1.53
291.724,-0.31,-1.26,-0.60,1.43
291.734,-0.27,-1.21,-0.53,1.34
291.744,-0.33,-1.20,-0.51,1.35
291.754,-0.29,-1.19,-0.59,1.36
291.764,-0.26,-1.17,-0.67,1.37
291.774,-0.12,-1.10,-0.78,1.36
291.784,0.02,-1.09,-1.00,1.48
291.794,0.06,-1.16,-1.16,1.64
291.804,0.12,-1.28,-1.19,1.75
291.813,0.24,-1.31,-1.23,1.82
291.824,0.26,-1.37,-1.12,1.79
291.833,0.12,-1.43,-0.94,1.72
291.843,-0.13,-1.50,-0.81,1.71
291.853,-0.29,-1.53,-0.70,1.71
291.863,-0.41,-1.55,-0.52,1.69
291.873,-0.48,-1.57,-0.44,1.70
291.883,-0.48,-1.56,-0.40,1.68
291.893,-0.49,-1.50,-0.34,1.62
291.903,-0.43,-1.45,-0.35,1.55
291.913,-0.32,-1.44,-0.36,1.52
291.923,-0.23,-1.44,-0.26,1.48
291.933,-0.23,-1.43,-0.11,1.45
291.943,-0.27,-1.32,-0.02,1.34
291.953,-0.31,-1.26,0.04,1.30
291.963,-0.29,-1.18,-0.02,1.21
291.973,-0.25,-1.12,-0.09,1.15
291.983,-0.27,-1.12,-0.04,1.15
291.993,-0.27,-1.14,0.02,1.17
292.003,-0.29,-1.15,0.02,1.19
292.013,-0.34,-1.20,-0.04,1.25
292.023,-0.38,-1.24,-0.01,1.30
292.032,-0.45,-1.23,0.07,1.31
292.042,-0.59,-1.33,0.15,1.46
292.052,-0.65,-1.33,0.07,1.48
292.062,-0.62,-1.32,-0.08,1.46
292.072,-0.58,-1.37,-0.22,1.50
292.082,-0.57,-1.41,-0.23,1.54
292.092,-0.61,-1.44,-0.17,1.57
292.102,-0.67,-1.48,-0.12,1.63
292.112,-0.70,-1.44,-0.17,1.61
292.122,-0.70,-1.38,-0.19,1.56
292.132,-0.69,-1.29,-0.19,1.47
292.142,-0.69,-1.26,-0.22,1.45
292.152,-0.58,-1.19,-0.31,1.36
292.162,-0.48,-1.14,-0.36,1.29
292.172,-0.53,-1.17,-0.32,1.32
292.182,-0.55,-1.21,-0.29,1.36
292.192,-0.46,-1.14,-0.34,1.27
292.202,-0.42,-1.14,-0.33,1.26
292.212,-0.38,-1.11,-0.37,1.23
292.222,-0.37,-1.07,-0.37,1.19
292.231,-0.53,-1.16,-0.26,1.30
292.241,-0.52,-1.15,-0.23,1.28
292.251,-0.49,-1.08,-0.27,1.21
292.261,-0.38,-1.01,-0.33,1.13
292.271,-0.31,-0.97,-0.29,1.06
292.281,-0.28,-0.96,-0.22,1.03
292.291,-0.20,-0.94,-0.22,0.99
292.301,-0.17,-0.95,-0.22,0.99
292.311,-0.09,-0.92,-0.26,0.96
292.321,-0.06,-0.88,-0.27,0.92
292.331,0.02,-0.81,-0.28,0.86
292.341,-0.03,-0.79,-0.22,0.81
292.351,-0.01,-0.73,-0.20,0.75
292.361,-0.05,-0.66,-0.17,0.68
292.371,-0.07,-0.62,-0.15,0.64
292.381,-0.05,-0.59,-0.11,0.60
292.391,-0.09,-0.59,-0.08,0.60
292.401,-0.09,-0.57,-0.11,0.59
292.410,-0.11,-0.62,-0.15,0.65
292.421,-0.04,-0.61,-0.20,0.64
292.430,0.01,-0.61,-0.23,0.66
292.440,0.01,-0.63,-0.25,0.67
292.450,-0.05,-0.68,-0.17,0.70
292.460,-0.11,-0.67,-0.09,0.69
292.470,-0.24,-0.66,-0.03,0.70
292.480,-0.29,-0.68,-0.06,0.74
292.490,-0.20,-0.63,-0.16,0.68
292.500,-0.12,-0.63,-0.23,0.68
292.510,-0.18,-0.71,-0.12,0.75
292.520,-0.15,-0.76,-0.13,0.78
292.530,-0.10,-0.74,-0.19,0.77
292.540,-0.10,-0.74,-0.22,0.78
292.550,-0.17,-0.77,-0.16,0.81
292.560,-0.26,-0.79,-0.07,0.84
292.570,-0.17,-0.70,-0.13,0.73
292.580,-0.20,-0.70,-0.19,0.76
292.590,-0.22,-0.71,-0.19,0.77
292.600,-0.27,-0.72,-0.05,0.77
292.609,-0.30,-0.68,-0.02,0.74
292.620,-0.26,-0.63,-0.14,0.70
292.630,-0.25,-0.62,-0.19,0.70
292.640,-0.21,-0.55,-0.18,0.61
292.649,-0.26,-0.56,-0.19,0.64
292.659,-0.28,-0.63,-0.24,0.73
292.669,-0.37,-0.67,-0.19,0.79
292.679,-0.32,-0.68,-0.27,0.80
292.689,-0.32,-0.77,-0.44,0.94
292.699,-0.22,-0.86,-0.47,1.00
292.709,-0.09,-0.80,-0.49,0.94
292.719,-0.17,-0.86,-0.41,0.97
292.729,-0.25,-0.94,-0.29,1.01
292.739,-0.45,-1.02,-0.07,1.12
292.749,-0.46,-0.97,-0.08,1.07
292.759,-0.51,-0.93,-0.08,1.06
292.769,-0.34,-0.86,-0.18,0.94
292.779,-0.10,-0.77,-0.30,0.83
292.789,0.08,-0.85,-0.34,0.92
292.799,0.18,-0.94,-0.27,1.00
292.809,0.21,-0.97,-0.16,1.00
292.819,0.21,-0.89,-0.16,0.93
292.828,0.12,-0.83,-0.16,0.86
292.838,0.09,-0.80,-0.09,0.81
292.848,0.07,-0.76,0.02,0.76
292.858,0.09,-0.76,0.02,0.77
292.868,0.15,-0.78,-0.09,0.80
292.878,0.24,-0.85,-0.15,0.90
292.888,0.22,-0.86,-0.06,0.89
292.898,0.09,-0.90,0.07,0.91
292.908,-0.06,-0.95,0.19,0.97
292.918,-0.21,-0.96,0.34,1.04
292.928,-0.25,-0.91,0.37,1.01
292.938,-0.19,-0.88,0.24,0.94
292.948,-0.13,-0.89,0.12,0.91
292.958,0.11,-0.80,0.04,0.81
292.968,0.27,-0.85,-0.06,0.90
292.978,0.39,-0.91,-0.22,1.02
292.988,0.47,-0.89,-0.19,1.02
292.998,0.44,-0.80,-0.13,0.92
293.008,0.25,-0.81,-0.06,0.85
293.018,0.03,-0.80,-0.01,0.81
293.027,-0.07,-0.76,0.07,0.76
293.037,-0.12,-0.68,0.08,0.69
293.047,-0.21,-0.66,0.01,0.69
293.057,-0.32,-0.74,0.02,0.80
293.067,-0.30,-0.78,-0.01,0.84
293.077,-0.24,-0.81,-0.07,0.85
293.087,-0.25,-0.84,-0.06,0.88
293.097,-0.24,-0.86,-0.04,0.89
293.107,-0.28,-0.91,-0.06,0.95
293.117,-0.23,-0.97,-0.20,1.02
293.127,-0.16,-1.01,-0.29,1.06
293.137,-0.11,-1.03,-0.34,1.09
293.147,-0.07,-1.09,-0.43,1.17
293.157,-0.08,-1.20,-0.48,1.29
293.167,-0.11,-1.28,-0.43,1.35
293.177,-0.17,-1.35,-0.31,1.40
293.187,-0.28,-1.36,-0.22,1.41
293.197,-0.35,-1.39,-0.21,1.45
