time,ax,ay,az,atotal
0.000,0.15,0.10,0.48,0.51
0.010,0.10,0.01,0.27,0.29
0.020,-0.05,-0.02,0.12,0.13
0.030,-0.12,-0.06,-0.08,0.15
0.040,-0.15,-0.10,-0.34,0.38
0.050,-0.15,-0.11,-0.47,0.50
0.060,-0.15,-0.12,-0.49,0.53
0.069,-0.15,-0.15,-0.50,0.54
0.080,-0.13,-0.11,-0.38,0.42
0.089,-0.08,-0.06,-0.24,0.26
0.099,-0.04,-0.01,-0.12,0.12
0.109,0.05,0.02,0.01,0.05
0.119,0.03,0.02,0.13,0.14
0.129,-0.02,-0.05,0.24,0.25
0.139,-0.08,-0.08,0.30,0.32
0.149,-0.11,-0.08,0.29,0.32
0.159,-0.02,-0.05,0.19,0.20
0.169,0.05,0.02,-0.00,0.05
0.179,0.04,0.03,-0.16,0.16
0.189,-0.05,0.03,-0.26,0.26
0.199,-0.11,-0.01,-0.31,0.33
0.209,-0.18,-0.03,-0.31,0.36
0.219,-0.15,-0.03,-0.26,0.31
0.229,-0.07,0.02,-0.15,0.17
0.239,-0.02,0.02,-0.06,0.06
0.248,0.03,0.05,0.02,0.06
0.259,0.06,0.02,0.12,0.14
0.268,0.05,-0.01,0.14,0.15
0.278,0.03,-0.01,0.12,0.13
0.288,0.02,-0.01,0.10,0.10
0.298,0.01,-0.02,0.09,0.09
0.308,-0.01,-0.03,0.05,0.06
0.318,0.01,-0.03,-0.03,0.05
0.328,-0.01,-0.02,-0.08,0.08
0.338,-0.04,-0.02,-0.06,0.08
0.348,-0.04,-0.04,-0.02,0.06
0.358,-0.03,-0.04,-0.06,0.08
0.368,-0.00,-0.00,-0.09,0.09
0.378,-0.05,0.02,-0.11,0.12
0.388,-0.06,0.01,-0.12,0.14
0.398,-0.04,-0.02,-0.11,0.12
0.408,-0.03,-0.02,-0.01,0.04
0.418,-0.03,-0.06,0.03,0.07
0.428,-0.03,-0.08,0.03,0.09
0.438,-0.01,-0.05,-0.01,0.05
0.448,-0.02,-0.03,-0.07,0.08
0.458,-0.06,-0.05,-0.09,0.12
0.467,-0.08,-0.07,-0.10,0.14
0.477,-0.07,-0.04,-0.13,0.15
0.487,-0.04,-0.03,-0.15,0.16
0.497,-0.06,-0.01,-0.13,0.14
0.507,-0.04,0.00,-0.08,0.09
0.517,-0.03,0.01,0.01,0.03
0.527,-0.04,0.01,0.08,0.09
0.537,-0.07,0.02,0.12,0.15
0.547,-0.07,0.03,0.12,0.14
0.557,-0.06,0.04,0.09,0.12
0.567,-0.03,0.03,0.09,0.10
0.577,-0.01,0.03,0.05,0.06
0.587,0.00,0.03,0.00,0.03
0.597,-0.02,0.01,-0.03,0.04
0.607,-0.03,-0.01,-0.04,0.05
0.617,-0.03,-0.03,-0.04,0.06
0.627,-0.02,-0.06,-0.05,0.08
0.637,-0.03,-0.06,-0.10,0.12
0.646,-0.03,-0.06,-0.09,0.11
0.656,-0.04,-0.06,-0.04,0.08
0.666,0.00,-0.06,-0.04,0.08
0.676,0.03,-0.03,-0.05,0.06
0.686,0.07,0.02,-0.06,0.09
0.696,0.05,0.04,-0.04,0.07
0.706,0.01,0.01,-0.01,0.02
0.716,-0.03,-0.00,-0.02,0.03
0.726,-0.04,0.03,-0.07,0.08
0.736,-0.05,0.05,-0.07,0.10
0.746,-0.06,0.03,-0.04,0.08
0.756,-0.06,0.01,-0.05,0.07
0.766,-0.03,0.03,-0.07,0.08
0.776,-0.06,0.02,-0.06,0.09
0.786,-0.09,0.00,-0.06,0.11
0.796,-0.09,-0.05,-0.04,0.11
0.806,-0.07,-0.07,-0.01,0.09
0.815,-0.05,-0.06,0.03,0.08
0.825,-0.04,-0.07,0.05,0.09
0.836,-0.05,-0.08,0.06,0.11
0.845,-0.06,-0.08,0.07,0.12
0.855,-0.06,-0.07,0.06,0.11
0.865,-0.08,-0.05,0.02,0.10
0.875,-0.07,-0.02,-0.02,0.08
0.885,-0.07,-0.01,-0.02,0.08
0.895,-0.05,-0.03,-0.02,0.06
0.905,-0.04,0.02,-0.05,0.06
0.915,-0.03,0.04,-0.09,0.10
0.925,-0.01,0.01,-0.11,0.11
0.935,-0.01,0.01,-0.11,0.11
0.945,-0.01,0.02,-0.15,0.15
0.955,-0.03,0.01,-0.14,0.15
0.965,-0.07,-0.03,-0.18,0.19
0.975,-0.08,-0.02,-0.20,0.22
0.985,-0.08,0.00,-0.24,0.25
0.995,-0.15,0.03,-0.22,0.27
1.004,-0.14,0.05,-0.20,0.25
1.014,-0.07,0.04,-0.14,0.16
1.024,-0.01,0.05,-0.13,0.14
1.034,-0.01,0.09,-0.11,0.15
1.044,-0.05,0.14,-0.06,0.16
1.054,-0.07,0.12,-0.02,0.15
1.064,-0.09,0.06,0.06,0.12
1.074,-0.04,0.02,0.11,0.11
1.084,-0.00,-0.01,0.09,0.09
1.094,0.02,-0.05,0.02,0.06
1.104,0.02,-0.12,0.00,0.12
1.114,-0.07,-0.16,-0.02,0.18
1.124,-0.16,-0.28,0.11,0.34
1.134,-0.18,-0.49,0.64,0.83
1.144,0.12,-0.36,0.17,0.42
1.154,0.14,-0.02,-0.41,0.44
1.164,0.03,0.15,-0.58,0.60
1.174,0.08,0.11,-0.69,0.71
1.184,0.12,0.05,-0.67,0.69
1.194,-0.10,0.03,-0.46,0.47
1.203,-0.16,-0.05,-0.38,0.41
1.214,-0.26,0.02,-0.39,0.47
1.223,-0.17,0.24,-0.38,0.49
1.233,0.23,0.47,0.11,0.53
1.243,0.28,0.61,0.05,0.67
1.253,0.31,0.47,0.02,0.56
1.263,0.28,0.48,0.28,0.63
1.273,0.13,0.29,0.19,0.37
1.283,-0.19,0.09,0.09,0.23
1.293,-0.62,0.01,0.10,0.63
1.303,-1.02,-0.10,0.15,1.04
1.313,-1.28,-0.33,0.07,1.33
1.323,-1.52,-0.58,0.05,1.63
1.333,-1.56,-0.95,0.11,1.83
1.343,-1.39,-1.25,0.27,1.89
1.353,-0.68,-1.79,0.38,1.95
1.363,-0.81,-1.66,0.58,1.94
1.373,-1.26,-0.57,1.21,1.84
1.383,-0.59,-0.30,0.85,1.08
1.392,0.07,0.18,-0.18,0.26
1.402,0.31,0.33,-0.60,0.75
1.412,0.28,0.27,-0.46,0.60
1.422,0.20,-0.01,-0.25,0.32
1.432,0.10,-0.05,-0.10,0.15
1.442,0.12,-0.03,0.04,0.12
1.452,0.32,0.03,0.31,0.45
1.462,0.63,0.06,0.56,0.85
1.472,1.01,0.12,0.35,1.08
1.482,1.26,0.37,-0.21,1.33
1.492,1.48,0.51,-0.47,1.64
1.502,1.32,0.74,-0.62,1.63
1.512,1.04,0.91,-0.62,1.51
1.522,0.73,0.59,-0.61,1.12
1.532,0.21,0.32,-0.44,0.58
1.542,-0.14,0.15,-0.24,0.32
1.552,-0.31,-0.11,-0.09,0.34
1.561,-0.56,-0.12,0.21,0.61
1.572,-0.79,-0.07,0.56,0.97
1.581,-0.77,-0.12,0.75,1.08
1.591,-0.75,-0.34,1.36,1.59
1.601,-0.70,-0.53,1.58,1.81
1.611,-0.47,-0.36,1.43,1.54
1.621,-0.04,-0.18,1.00,1.02
1.631,0.04,-0.19,0.45,0.49
1.641,-0.32,-0.42,-0.08,0.54
1.651,-0.01,-0.33,-0.36,0.49
1.661,0.30,-0.04,-0.39,0.50
1.671,0.14,-0.10,-0.40,0.43
1.681,0.14,-0.31,-0.53,0.63
1.691,0.14,-0.47,-0.66,0.82
1.701,-0.19,-0.32,-0.66,0.76
1.711,-0.19,0.09,-0.66,0.69
1.721,0.09,0.46,-0.79,0.92
1.731,0.55,0.60,-0.91,1.22
1.741,0.94,0.30,-0.54,1.12
1.750,1.03,-0.19,0.18,1.06
1.760,0.69,-0.35,0.89,1.17
1.770,0.22,-0.31,1.48,1.53
1.780,0.31,-0.27,1.56,1.61
1.790,0.48,-0.01,1.47,1.54
1.800,0.30,0.38,1.02,1.13
1.810,-0.05,0.51,0.22,0.56
1.820,-0.30,0.64,-0.02,0.70
1.830,0.06,0.56,0.00,0.57
1.840,0.63,0.35,0.24,0.76
1.850,1.15,0.32,0.75,1.41
1.860,1.50,0.41,1.35,2.06
1.870,1.38,0.64,2.39,2.83
1.880,1.14,0.82,3.28,3.57
1.890,0.93,0.69,3.56,3.74
1.900,0.74,0.40,3.03,3.15
1.910,0.47,-0.18,1.39,1.48
1.920,0.41,-0.50,-0.53,0.84
1.929,-0.18,-0.76,-1.69,1.86
1.940,-0.66,-1.18,-2.47,2.82
1.950,-0.95,-1.06,-2.54,2.91
1.959,-0.87,-0.73,-2.22,2.49
1.969,-0.24,-0.22,-1.83,1.85
1.979,0.01,0.40,-0.97,1.04
1.989,-0.43,-0.42,0.07,0.61
1.999,0.16,-0.57,1.39,1.51
2.009,2.03,-0.40,1.94,2.83
2.019,3.15,-2.22,0.00,3.85
2.029,5.98,-3.21,-2.32,7.17
2.039,8.41,-3.13,-3.06,9.48
2.049,2.80,-0.67,-3.01,4.17
2.059,-2.49,0.78,-2.95,3.94
2.069,-5.39,1.26,-2.76,6.19
2.079,-3.91,0.17,-1.00,4.04
2.089,0.81,-1.88,0.40,2.08
2.099,2.63,-1.67,0.32,3.13
2.109,2.61,-0.27,0.43,2.66
2.118,2.35,0.15,1.41,2.74
2.129,1.69,-0.10,2.70,3.18
2.138,1.72,0.06,3.10,3.55
2.148,0.92,0.45,1.92,2.18
2.158,-0.87,-0.38,0.63,1.14
2.168,-1.21,-0.58,-0.73,1.53
2.178,0.54,-1.10,-1.25,1.75
2.188,6.22,-2.50,0.23,6.71
2.198,1.84,-2.62,-0.61,3.26
2.208,-1.58,-1.49,-2.30,3.16
2.218,0.17,-0.87,-1.09,1.41
2.228,1.55,-0.60,0.12,1.66
2.238,3.09,-0.05,-0.17,3.10
2.248,4.30,1.43,-0.61,4.57
2.258,2.66,3.72,-1.23,4.73
2.268,-0.19,4.92,-1.80,5.24
2.278,-0.42,4.27,-2.49,4.96
2.288,1.62,2.16,-3.32,4.28
2.298,1.11,1.06,-3.40,3.73
2.308,-0.48,0.72,-2.71,2.85
2.318,-1.09,0.18,-1.82,2.13
2.328,-0.28,-0.40,-1.36,1.45
2.337,1.02,0.11,-0.81,1.31
2.347,1.60,1.40,-0.24,2.14
2.357,0.94,1.59,-0.64,1.96
2.367,1.72,0.58,-1.30,2.23
2.377,1.24,0.48,-1.27,1.84
2.387,-1.32,0.87,-0.78,1.76
2.397,-2.69,0.39,-0.21,2.73
2.407,-3.38,-0.12,1.01,3.53
2.417,-2.82,-0.69,1.36,3.21
2.427,-2.49,-1.13,1.04,2.92
2.437,-2.65,-1.04,0.72,2.94
2.447,-2.72,-0.56,0.49,2.82
2.457,-2.00,-0.36,0.10,2.04
2.467,-1.73,-0.54,0.15,1.81
2.477,-1.65,-1.07,0.08,1.96
2.487,-1.55,-1.57,-0.06,2.21
2.496,-2.11,-1.56,0.01,2.62
2.507,-2.36,-1.44,-0.08,2.76
2.516,-1.94,-1.39,-0.04,2.38
2.527,-2.09,-1.38,0.54,2.56
2.536,-1.89,-1.41,0.80,2.49
2.546,-1.67,-1.29,0.90,2.30
2.556,-1.45,-0.98,1.19,2.12
2.566,-1.22,-0.71,0.99,1.73
2.576,-1.44,-0.54,0.56,1.64
2.586,-1.50,-0.41,0.39,1.60
2.596,-1.33,-0.28,0.46,1.44
2.606,-1.22,-0.38,0.49,1.37
2.616,-1.22,-0.57,0.66,1.50
2.626,-1.05,-0.60,1.04,1.60
2.636,-0.86,-0.55,1.07,1.48
2.646,-0.63,-0.53,0.68,1.06
2.656,-0.37,-0.55,-0.01,0.66
2.666,-0.40,-0.66,-0.37,0.85
2.675,-0.72,-0.79,-0.42,1.15
2.686,-1.30,-1.27,-0.34,1.85
2.695,-1.79,-1.67,-0.09,2.45
2.706,-1.87,-1.86,-0.12,2.64
2.715,-1.90,-1.87,-0.30,2.68
2.726,-1.72,-1.79,-0.34,2.51
2.735,-1.53,-1.70,-0.11,2.29
2.745,-1.33,-1.59,0.19,2.08
2.755,-1.16,-1.49,0.30,1.91
2.765,-0.84,-1.20,0.26,1.49
2.775,-0.66,-0.85,0.16,1.09
2.785,-0.89,-0.87,0.17,1.26
2.795,-1.00,-0.59,0.24,1.19
2.805,-0.37,0.05,0.08,0.38
2.815,0.30,0.46,-0.28,0.61
2.825,0.88,0.81,-0.38,1.25
2.835,1.15,1.22,-0.37,1.71
2.845,0.80,1.37,-0.14,1.59
2.854,0.62,1.28,0.28,1.45
2.865,0.87,1.43,0.68,1.80
2.874,1.58,1.83,1.02,2.63
2.884,1.87,1.94,1.45,3.07
2.894,2.21,2.23,1.84,3.63
2.905,2.48,3.08,1.70,4.30
2.914,2.50,3.82,0.91,4.66
2.924,2.25,3.59,0.46,4.26
2.934,1.89,3.83,0.01,4.27
2.944,1.36,4.05,-0.75,4.34
2.954,1.59,4.23,-1.49,4.76
2.964,1.64,4.23,-1.92,4.92
2.974,0.73,3.40,-2.17,4.10
2.984,0.38,2.70,-2.11,3.45
2.994,0.46,2.14,-1.78,2.82
3.004,0.42,1.88,-1.02,2.19
3.014,0.40,1.64,-0.34,1.72
3.024,0.50,1.37,0.02,1.46
3.034,0.20,1.02,0.33,1.09
3.044,0.01,0.68,0.60,0.91
3.053,-0.08,0.51,0.73,0.90
3.064,-0.23,0.37,0.71,0.83
3.073,-0.30,0.13,0.50,0.60
3.084,-0.32,-0.12,0.34,0.48
3.093,-0.38,-0.27,0.37,0.59
3.103,-0.33,-0.37,0.47,0.69
3.113,-0.24,-0.49,0.49,0.73
3.123,-0.33,-0.59,0.47,0.82
3.133,-0.53,-0.61,0.45,0.93
3.143,-0.84,-0.57,0.36,1.08
3.153,-1.16,-0.62,0.14,1.32
3.163,-1.26,-0.80,-0.23,1.51
3.173,-1.76,-0.62,-0.35,1.90
3.183,-2.00,-0.35,-0.43,2.08
3.193,-1.82,-0.47,-0.62,1.98
3.203,-1.58,-0.66,-0.62,1.82
3.213,-1.51,-0.36,-0.46,1.62
3.223,-1.63,0.08,-0.27,1.65
3.233,-1.47,0.28,-0.17,1.50
3.243,-0.92,0.39,-0.23,1.02
3.252,-0.28,0.64,-0.37,0.79
3.263,0.20,0.73,-0.52,0.92
3.272,1.15,0.97,-0.63,1.63
3.282,1.71,1.25,-0.46,2.17
3.292,1.37,1.19,-0.38,1.85
3.302,1.04,1.04,-0.39,1.52
3.312,0.71,1.08,-0.34,1.33
3.322,0.36,1.26,-0.22,1.33
3.332,0.06,1.38,-0.20,1.40
3.342,-0.10,1.35,-0.39,1.41
3.352,-0.08,1.21,-0.70,1.40
3.362,-0.12,1.09,-0.98,1.47
3.372,-0.25,1.04,-1.06,1.51
3.382,-0.41,0.96,-0.87,1.36
3.392,-0.50,0.93,-0.49,1.16
3.402,-0.66,0.89,-0.02,1.11
3.412,-0.73,0.85,0.29,1.16
3.422,-0.52,0.79,0.34,1.01
3.431,-0.15,0.81,0.25,0.86
3.442,0.15,0.83,0.17,0.86
3.452,0.25,0.84,0.12,0.88
3.461,0.21,0.73,0.12,0.77
3.471,-0.00,0.56,0.46,0.73
3.481,-0.42,0.41,1.05,1.20
3.491,-1.05,0.14,1.76,2.05
3.501,-1.41,0.02,2.49,2.86
3.511,-1.05,0.24,2.87,3.06
3.521,-0.11,0.24,2.23,2.25
3.531,0.78,0.30,1.15,1.42
3.541,1.27,0.59,0.30,1.43
3.551,1.08,0.74,-0.28,1.34
3.561,0.25,0.76,-0.45,0.92
3.571,-0.77,0.64,-0.04,1.00
3.581,-1.43,0.64,0.59,1.67
3.591,-1.16,0.86,0.55,1.55
3.601,-0.29,0.94,-0.24,1.01
3.611,0.48,1.06,-0.60,1.31
3.621,0.83,1.37,-0.57,1.70
3.630,0.77,1.66,-2.03,2.73
3.640,-0.17,1.75,-3.77,4.16
3.650,-1.64,1.30,-2.67,3.40
3.660,-2.17,1.17,-2.05,3.21
3.670,-1.44,1.28,-2.03,2.80
3.680,-1.10,1.22,-1.74,2.40
3.690,-2.09,1.09,-0.74,2.47
3.700,-3.57,0.59,1.33,3.85
3.710,-2.41,0.02,2.00,3.13
3.720,-0.71,0.06,2.91,3.00
3.730,1.14,0.01,3.30,3.49
3.740,2.38,-0.11,2.84,3.71
3.750,1.62,0.05,1.90,2.49
3.760,-0.68,0.30,0.88,1.15
3.770,-3.97,-0.78,-0.18,4.05
3.780,-5.87,-2.08,-2.21,6.61
3.789,-6.16,-1.58,-3.42,7.23
3.800,-4.27,-1.05,-3.53,5.64
3.809,-2.25,-1.03,-3.13,3.99
3.820,-1.85,-1.17,-2.95,3.68
3.829,-2.44,-1.33,-2.37,3.66
3.839,-3.55,-1.26,-1.14,3.94
3.849,-3.05,-0.64,-1.67,3.54
3.859,-1.74,-0.70,-3.00,3.54
3.869,-1.40,-1.33,-2.03,2.80
3.879,-1.26,-1.81,0.03,2.20
3.889,1.08,-1.17,1.14,1.96
3.899,3.50,0.02,1.48,3.80
3.909,4.39,0.89,1.04,4.60
3.919,5.48,2.36,-0.27,5.97
3.929,4.96,3.27,-0.94,6.01
3.939,2.60,0.53,-0.57,2.71
3.949,0.22,-1.10,0.45,1.21
3.959,-0.72,-0.33,1.05,1.31
3.969,1.24,-0.64,2.22,2.62
3.979,-0.94,1.83,0.43,2.10
3.988,0.80,2.10,0.30,2.26
3.999,0.87,2.22,-0.63,2.47
4.008,0.43,2.42,-1.38,2.82
4.019,0.73,2.71,-1.68,3.27
4.028,1.81,3.21,-1.64,4.03
4.038,-0.28,2.01,-1.21,2.36
4.048,-1.37,1.66,-1.09,2.41
4.058,-1.23,1.72,-0.22,2.12
4.068,-0.94,1.72,0.39,2.00
4.078,-0.26,1.56,0.41,1.63
4.088,0.66,2.20,-0.34,2.33
4.098,-0.50,2.32,-0.49,2.42
4.108,-0.47,1.27,-0.65,1.50
4.118,-0.55,0.70,-1.34,1.61
4.128,-0.66,0.37,-1.79,1.94
4.138,-0.10,-0.56,0.02,0.57
4.148,-0.21,-1.43,1.14,1.84
4.158,-0.16,-1.50,0.87,1.74
4.167,-0.48,-0.78,0.14,0.93
4.178,-0.18,-0.44,0.38,0.61
4.188,-0.12,-0.16,0.82,0.85
4.197,0.90,0.18,1.32,1.61
4.207,1.42,0.20,1.42,2.01
4.217,1.26,-0.44,0.99,1.66
4.227,0.70,-0.39,0.13,0.81
4.237,-0.26,0.89,-0.89,1.29
4.247,-1.51,1.32,-2.23,3.00
4.257,-1.04,0.97,-1.01,1.74
4.267,-0.18,0.90,-0.56,1.08
4.277,-0.42,0.86,0.04,0.96
4.287,0.24,1.03,0.63,1.23
4.297,0.09,0.01,0.15,0.17
4.307,0.00,-0.42,-0.16,0.45
4.317,0.10,-0.15,-0.09,0.20
4.327,0.29,0.39,-0.30,0.57
4.337,0.42,0.75,-0.34,0.93
4.347,0.32,1.05,-0.19,1.12
4.357,0.51,1.14,-0.16,1.26
4.366,0.23,0.63,0.04,0.67
4.377,-0.06,0.55,0.10,0.56
4.386,-0.15,0.54,-0.03,0.56
4.396,-0.22,0.54,-0.15,0.60
4.406,-0.18,0.38,-0.21,0.47
4.416,-0.26,0.30,-0.20,0.44
4.426,-0.35,0.30,-0.32,0.55
4.436,-0.35,0.22,-0.18,0.45
4.446,-0.21,0.79,-0.19,0.84
4.456,-0.21,0.93,0.01,0.96
4.466,-0.13,0.61,0.22,0.66
4.476,-0.31,0.40,0.17,0.53
4.486,-0.23,-0.03,0.26,0.35
4.496,-0.32,-0.20,0.22,0.44
4.506,-0.31,-0.23,0.18,0.43
4.516,-0.34,-0.17,0.07,0.39
4.526,-0.24,-0.08,-0.07,0.26
4.536,-0.05,-0.08,-0.03,0.10
4.545,-0.15,1.27,0.10,1.28
4.556,0.31,3.63,0.22,3.65
4.565,1.21,3.06,-0.22,3.30
4.576,0.55,1.33,-1.23,1.89
4.585,-0.23,1.36,-0.79,1.59
4.595,0.02,2.45,0.12,2.45
4.605,0.30,2.57,0.35,2.61
4.615,0.59,1.84,0.12,1.93
4.625,1.08,1.27,0.11,1.67
4.635,0.60,1.19,-0.08,1.33
4.645,-0.25,2.32,-0.56,2.40
4.655,-0.70,2.70,-0.75,2.89
4.665,-0.46,1.94,-0.61,2.09
4.675,0.29,0.87,-0.31,0.97
4.685,0.73,0.45,0.43,0.96
4.695,-0.43,0.14,1.25,1.33
4.705,-0.39,0.45,0.11,0.61
4.715,0.58,1.39,-1.10,1.87
4.724,0.10,1.48,-1.23,1.93
4.735,-0.09,2.02,-1.40,2.46
4.744,-0.48,1.93,-1.65,2.58
4.755,-0.23,0.25,-0.74,0.82
4.764,-0.23,-2.11,0.64,2.22
4.774,0.22,-2.25,0.80,2.40
4.784,1.24,0.30,-0.57,1.39
4.794,2.78,14.23,-0.15,14.50
4.804,1.60,19.60,-0.07,19.67
4.814,-2.90,2.87,-3.17,5.17
4.824,-3.76,-2.51,-0.86,4.60
4.834,-3.55,-3.83,-0.62,5.26
4.844,-2.69,-6.51,-1.30,7.16
4.854,-0.75,-7.57,-1.23,7.71
4.864,0.63,-3.39,0.64,3.50
4.874,-0.74,0.23,0.92,1.21
4.883,-0.18,0.69,0.80,1.08
4.894,-0.37,3.44,1.78,3.89
4.904,-2.06,3.30,0.33,3.91
4.914,-2.45,1.39,-0.18,2.82
4.924,-2.61,0.56,0.84,2.80
4.934,-0.35,-0.74,1.58,1.78
4.943,2.62,0.17,1.12,2.85
4.953,2.17,1.00,-0.12,2.39
4.963,3.15,-1.00,1.38,3.58
4.973,3.81,-0.92,2.17,4.48
4.983,4.66,-2.20,0.54,5.18
4.993,4.58,-2.19,-0.60,5.11
5.003,3.43,-0.35,-0.42,3.48
5.013,1.36,0.58,-0.15,1.49
5.023,-0.77,-0.87,0.48,1.25
5.033,-1.34,-1.53,0.21,2.05
5.043,-1.07,-2.21,0.35,2.48
5.053,-0.38,-2.93,-0.06,2.95
5.063,-0.78,-3.88,0.22,3.96
5.073,-1.23,-3.59,0.73,3.87
5.083,-0.37,-0.47,0.06,0.60
5.093,1.08,2.39,-0.62,2.70
5.103,0.47,1.42,-0.58,1.61
5.113,0.01,0.38,-0.10,0.40
5.122,1.16,0.69,0.40,1.41
5.132,0.93,-0.48,0.47,1.15
5.142,0.99,-0.40,0.44,1.15
5.152,0.49,-0.79,0.77,1.21
5.162,-0.14,-1.12,0.89,1.44
5.172,-0.00,-0.44,0.66,0.80
5.182,-0.36,0.20,0.41,0.58
5.192,-0.24,0.66,0.02,0.71
5.202,-0.47,0.47,-0.19,0.69
5.212,-0.07,0.99,-0.25,1.02
5.222,0.34,0.86,-0.14,0.94
5.232,1.21,1.59,-0.07,2.01
5.242,0.87,0.39,0.01,0.96
5.252,-0.05,-1.61,-0.06,1.61
5.262,-0.02,-1.69,0.21,1.71
5.272,0.57,-0.10,0.34,0.67
5.282,0.13,-1.15,0.63,1.32
5.292,-0.21,-1.33,0.47,1.42
5.301,0.31,-0.89,0.31,1.00
5.312,0.83,-0.47,0.18,0.97
5.321,0.95,-0.52,0.22,1.11
5.332,1.07,-0.89,0.08,1.40
5.341,1.26,-1.08,-0.04,1.66
5.351,1.10,-0.93,-0.01,1.44
5.361,0.66,-0.78,-0.01,1.02
5.371,0.45,-0.56,0.01,0.72
5.381,0.07,-0.44,0.06,0.45
5.391,0.07,-0.31,0.05,0.32
5.401,-0.10,0.08,0.13,0.18
5.411,-0.69,0.54,0.32,0.93
5.421,-1.16,1.56,0.25,1.96
5.431,-1.03,1.95,-0.08,2.20
5.441,-1.27,2.31,-0.11,2.64
5.451,-1.44,2.38,0.16,2.79
5.461,-0.81,1.41,0.54,1.72
5.471,0.34,0.27,0.57,0.72
5.480,0.83,0.28,0.20,0.90
5.491,0.68,0.46,-0.04,0.82
5.500,0.67,0.44,-0.09,0.81
5.510,0.64,0.39,-0.03,0.75
5.520,0.62,0.27,0.09,0.68
5.530,0.61,0.29,0.18,0.70
5.540,0.41,0.23,0.34,0.58
5.550,0.30,0.24,0.43,0.58
5.560,0.22,0.22,0.43,0.53
5.570,0.23,0.20,0.37,0.47
5.580,0.29,0.19,0.23,0.42
5.590,0.29,0.12,0.19,0.37
5.600,0.32,0.11,0.18,0.38
5.610,0.30,0.17,0.17,0.38
5.620,0.27,0.19,0.20,0.39
5.630,0.27,0.24,0.30,0.47
5.640,0.25,0.26,0.43,0.56
5.650,0.21,0.28,0.46,0.58
5.659,0.17,0.27,0.46,0.56
5.670,0.14,0.27,0.48,0.57
5.679,0.14,0.29,0.49,0.59
5.690,0.14,0.31,0.45,0.56
5.699,0.17,0.32,0.44,0.57
5.709,0.22,0.29,0.39,0.54
5.719,0.25,0.27,0.34,0.50
5.729,0.27,0.29,0.28,0.49
5.739,0.28,0.33,0.24,0.50
5.749,0.33,0.39,0.27,0.58
5.759,0.33,0.42,0.28,0.61
5.769,0.31,0.44,0.27,0.60
5.779,0.27,0.41,0.26,0.56
5.789,0.25,0.39,0.30,0.55
5.799,0.19,0.33,0.34,0.51
5.809,0.15,0.28,0.38,0.49
5.819,0.11,0.23,0.40,0.47
5.829,0.09,0.19,0.41,0.46
5.839,0.12,0.15,0.37,0.41
5.849,0.17,0.11,0.28,0.34
5.858,0.27,0.09,0.23,0.37
5.869,0.38,0.06,0.24,0.46
5.878,0.49,0.06,0.25,0.55
5.888,0.52,0.10,0.28,0.60
5.898,0.61,0.16,0.34,0.71
5.908,0.61,0.23,0.37,0.75
5.918,0.56,0.30,0.35,0.73
5.928,0.54,0.37,0.33,0.73
5.938,0.53,0.42,0.38,0.77
5.948,0.57,0.49,0.39,0.85
5.958,0.63,0.52,0.40,0.90
5.968,0.71,0.52,0.36,0.96
5.978,0.75,0.49,0.38,0.97
5.988,0.75,0.43,0.43,0.96
5.998,0.78,0.41,0.40,0.97
6.008,0.76,0.34,0.32,0.89
6.018,0.74,0.28,0.31,0.85
6.028,0.73,0.29,0.32,0.85
6.037,0.64,0.26,0.32,0.76
6.048,0.52,0.22,0.31,0.65
6.057,0.46,0.22,0.29,0.58
6.067,0.36,0.25,0.27,0.51
6.077,0.28,0.25,0.20,0.42
6.087,0.19,0.20,0.19,0.33
6.097,0.25,-0.10,0.59,0.65
6.107,0.30,-0.76,1.19,1.45
6.117,0.38,-0.88,0.74,1.21
6.127,0.35,-0.44,0.01,0.56
6.137,0.39,0.23,-0.12,0.47
6.147,0.56,0.64,0.04,0.85
6.157,0.57,0.85,0.21,1.04
6.167,0.42,0.85,0.09,0.95
6.177,0.38,0.78,-0.07,0.87
6.187,0.33,0.59,-0.11,0.69
6.197,0.24,0.47,-0.06,0.53
6.207,0.16,0.37,0.08,0.41
6.216,0.08,0.27,0.27,0.39
6.227,-0.01,0.24,0.37,0.44
6.236,-0.17,0.26,0.37,0.48
6.246,-0.21,0.24,0.32,0.46
6.256,-0.22,0.20,0.30,0.42
6.266,-0.09,0.22,0.28,0.36
6.276,-0.11,0.25,0.23,0.36
6.286,-0.17,0.26,0.21,0.38
6.296,-0.21,0.31,0.21,0.43
6.306,-0.12,0.31,0.25,0.42
6.316,0.01,0.24,0.30,0.39
6.326,0.32,0.17,0.31,0.47
6.336,0.55,0.16,0.34,0.67
6.346,0.64,0.18,0.35,0.75
6.356,0.57,0.15,0.40,0.71
6.366,0.44,0.15,0.39,0.61
6.376,0.28,0.16,0.34,0.47
6.386,0.11,0.17,0.35,0.40
6.396,0.04,0.15,0.36,0.40
6.406,0.03,0.22,0.29,0.37
6.416,0.10,0.36,0.18,0.41
6.426,0.13,0.39,0.17,0.44
6.435,0.16,0.36,0.08,0.40
6.446,0.23,0.32,-0.03,0.40
6.455,0.16,0.33,-0.04,0.37
6.466,0.03,0.35,-0.01,0.35
6.475,0.33,0.41,-0.14,0.54
6.485,0.57,0.20,-0.04,0.61
6.495,0.52,0.31,0.08,0.61
