time,ax,ay,az,atotal
163.284,-0.04,0.00,-0.18,0.18
163.294,-0.07,-0.06,-0.05,0.11
163.304,-0.05,-0.10,0.05,0.12
163.314,0.00,-0.07,-0.04,0.08
163.324,-0.03,-0.04,-0.09,0.10
163.334,-0.08,-0.06,0.01,0.10
163.344,-0.06,-0.09,0.06,0.12
163.353,0.02,-0.06,-0.01,0.07
163.363,0.08,-0.03,-0.16,0.18
163.373,0.03,-0.09,-0.09,0.13
163.383,0.02,-0.12,0.04,0.13
163.393,0.06,-0.06,0.03,0.09
163.403,0.08,-0.01,-0.09,0.12
163.413,-0.00,-0.01,-0.09,0.09
163.423,-0.06,-0.05,0.04,0.09
163.433,0.01,-0.06,0.08,0.10
163.443,0.06,-0.04,-0.03,0.08
163.453,0.01,-0.04,-0.09,0.10
163.463,-0.04,-0.07,0.01,0.08
163.473,-0.04,-0.06,0.16,0.17
163.483,0.01,0.03,0.03,0.04
163.493,-0.00,0.03,-0.13,0.13
163.503,-0.03,-0.01,-0.07,0.07
163.513,-0.04,-0.04,0.10,0.11
163.523,-0.02,0.00,0.06,0.06
163.533,-0.02,0.06,-0.06,0.09
163.542,-0.08,0.08,-0.06,0.13
163.552,-0.14,-0.01,0.05,0.15
163.563,-0.07,0.00,0.05,0.09
163.572,-0.04,0.03,-0.05,0.07
163.582,-0.06,0.02,-0.10,0.12
163.592,-0.11,-0.01,-0.02,0.11
163.602,-0.09,-0.03,0.00,0.10
163.612,-0.06,0.00,-0.06,0.08
163.622,-0.05,0.06,-0.07,0.10
163.632,-0.09,0.04,-0.02,0.10
163.642,-0.10,-0.05,0.01,0.12
163.652,0.01,-0.03,-0.05,0.06
163.662,0.05,0.04,-0.08,0.10
163.672,-0.05,0.03,-0.06,0.08
163.682,-0.08,-0.02,0.04,0.10
163.692,-0.03,-0.01,0.08,0.09
163.702,0.01,0.06,-0.05,0.08
163.712,-0.04,0.08,-0.12,0.14
163.722,-0.09,0.02,0.03,0.10
163.732,-0.01,0.05,0.09,0.10
163.742,0.03,0.10,-0.05,0.11
163.752,0.00,0.13,-0.16,0.20
163.762,-0.05,0.06,-0.04,0.09
163.771,-0.05,0.03,0.13,0.14
163.782,0.02,0.09,0.06,0.11
163.791,0.01,0.11,-0.12,0.16
163.802,-0.05,0.10,-0.09,0.14
163.811,-0.12,0.04,0.07,0.14
163.821,-0.08,0.05,0.05,0.11
163.831,-0.07,0.05,-0.04,0.09
163.841,-0.06,0.10,-0.06,0.13
163.851,-0.11,0.04,0.02,0.12
163.861,-0.07,0.00,0.02,0.07
163.871,-0.02,0.02,-0.04,0.05
163.881,-0.01,0.06,-0.07,0.09
163.891,-0.09,0.05,0.01,0.10
163.901,-0.10,0.03,0.10,0.15
163.911,-0.04,0.11,0.10,0.15
163.921,-0.02,0.16,-0.05,0.17
163.930,-0.05,0.14,-0.10,0.19
163.941,-0.05,0.06,-0.02,0.08
163.950,0.04,0.05,0.03,0.07
163.960,0.07,0.08,-0.04,0.11
163.970,0.03,0.09,-0.12,0.16
163.980,-0.06,0.04,-0.02,0.08
163.990,-0.04,0.06,0.02,0.08
164.000,-0.03,0.06,-0.11,0.12
164.010,-0.01,0.05,-0.15,0.16
164.020,-0.05,0.06,-0.01,0.08
164.030,-0.05,-0.01,0.05,0.07
164.040,0.02,-0.02,-0.04,0.05
164.050,0.05,0.06,-0.12,0.14
164.060,0.00,0.06,-0.08,0.10
164.070,-0.04,-0.02,0.02,0.05
164.080,0.03,-0.02,-0.01,0.04
164.090,0.08,0.03,-0.16,0.18
164.100,0.03,0.03,-0.11,0.12
164.110,-0.04,0.01,0.05,0.06
164.120,-0.02,0.02,0.07,0.08
164.130,-0.00,0.06,-0.05,0.08
164.140,-0.02,0.10,-0.05,0.12
164.149,-0.05,0.10,0.09,0.14
164.160,-0.08,0.04,0.11,0.14
164.169,-0.07,0.06,0.02,0.10
164.180,-0.03,0.14,-0.05,0.15
164.189,-0.08,0.16,0.00,0.18
164.199,-0.12,0.09,0.08,0.17
164.209,-0.08,0.09,0.06,0.13
164.219,-0.03,0.13,-0.03,0.14
164.229,-0.06,0.14,-0.01,0.15
164.239,-0.10,0.09,0.05,0.14
164.249,-0.06,0.06,0.04,0.09
164.259,-0.00,0.10,-0.09,0.14
164.269,-0.00,0.09,-0.14,0.17
164.279,-0.05,0.03,-0.03,0.06
164.289,-0.03,0.01,0.03,0.05
164.299,0.00,0.02,-0.06,0.06
164.309,0.05,0.08,-0.13,0.17
164.319,-0.03,0.05,-0.04,0.07
164.329,-0.03,0.03,0.02,0.04
164.339,0.03,-0.00,-0.01,0.03
164.348,0.08,0.05,-0.08,0.13
164.358,0.07,0.11,-0.02,0.13
164.368,-0.01,0.06,0.08,0.10
164.378,0.04,0.03,0.04,0.06
164.388,0.07,0.06,-0.03,0.10
164.398,0.09,0.11,-0.00,0.14
164.408,0.00,0.07,0.08,0.11
164.418,-0.00,0.02,0.08,0.08
164.428,0.05,0.06,0.01,0.07
164.438,0.06,0.09,-0.03,0.12
164.448,0.00,0.08,0.02,0.08
164.458,-0.06,-0.01,0.08,0.10
164.468,-0.03,-0.01,0.02,0.04
164.478,0.00,0.06,-0.06,0.08
164.488,-0.06,0.08,-0.06,0.11
164.498,-0.13,0.05,0.02,0.14
164.508,-0.03,0.16,0.04,0.17
164.518,0.00,0.28,-0.04,0.28
164.528,-0.01,0.33,-0.03,0.33
164.538,-0.09,0.36,0.14,0.40
164.547,-0.11,0.41,0.27,0.50
164.558,-0.04,0.48,0.19,0.51
164.567,0.03,0.54,0.13,0.55
164.577,0.04,0.61,0.20,0.64
164.587,0.04,0.64,0.31,0.72
164.597,0.07,0.65,0.30,0.72
164.607,0.14,0.67,0.19,0.71
164.617,0.17,0.72,0.18,0.76
164.627,0.14,0.70,0.25,0.75
164.637,0.18,0.65,0.30,0.74
164.647,0.20,0.66,0.29,0.75
164.657,0.22,0.66,0.15,0.71
164.667,0.17,0.58,0.13,0.62
164.677,0.16,0.52,0.20,0.58
164.687,0.18,0.54,0.16,0.60
164.697,0.21,0.56,0.07,0.60
164.707,0.18,0.54,0.06,0.57
164.717,0.13,0.47,0.15,0.51
164.727,0.20,0.49,0.16,0.56
164.737,0.23,0.52,0.04,0.57
164.746,0.21,0.52,-0.01,0.57
164.757,0.19,0.50,0.11,0.54
164.766,0.19,0.50,0.19,0.56
164.776,0.22,0.57,0.11,0.62
164.786,0.20,0.61,0.02,0.64
164.796,0.11,0.59,0.13,0.61
164.806,0.09,0.59,0.24,0.64
164.816,0.13,0.65,0.21,0.69
164.826,0.13,0.67,0.11,0.69
164.836,0.10,0.65,0.11,0.67
164.846,0.05,0.59,0.19,0.62
164.856,0.06,0.59,0.18,0.62
164.866,0.09,0.63,0.08,0.64
164.876,0.06,0.63,0.07,0.64
164.886,0.01,0.56,0.12,0.57
164.896,0.03,0.50,0.14,0.52
164.906,0.10,0.55,0.10,0.56
164.916,0.07,0.57,0.05,0.57
164.926,0.04,0.52,0.11,0.53
164.936,0.03,0.46,0.19,0.50
164.945,0.12,0.50,0.15,0.53
164.955,0.13,0.50,0.06,0.52
164.965,0.12,0.49,0.07,0.51
164.975,0.11,0.42,0.19,0.47
164.985,0.19,0.45,0.20,0.52
164.995,0.22,0.51,0.12,0.56
165.005,0.17,0.50,0.13,0.55
165.015,0.09,0.48,0.30,0.57
165.025,0.15,0.53,0.36,0.65
165.035,0.19,0.58,0.17,0.63
165.045,0.21,0.56,0.08,0.60
165.055,0.18,0.53,0.21,0.60
165.065,0.19,0.51,0.31,0.62
165.075,0.22,0.51,0.17,0.58
165.085,0.23,0.55,0.06,0.60
165.095,0.16,0.58,0.15,0.62
165.105,0.09,0.51,0.24,0.57
165.115,0.11,0.50,0.14,0.53
165.125,0.16,0.52,-0.02,0.54
165.135,0.12,0.52,0.01,0.54
165.145,0.01,0.45,0.15,0.47
165.154,0.02,0.42,0.14,0.44
165.164,0.10,0.48,0.00,0.49
165.174,0.08,0.51,-0.08,0.52
165.184,-0.02,0.41,0.04,0.41
165.194,-0.02,0.39,0.14,0.41
165.204,0.05,0.46,0.08,0.47
165.214,0.06,0.49,-0.01,0.49
165.224,0.01,0.48,0.06,0.49
165.234,-0.00,0.45,0.22,0.51
165.244,0.07,0.50,0.16,0.53
165.254,0.11,0.53,0.01,0.54
165.264,0.07,0.54,0.08,0.55
165.274,-0.02,0.52,0.27,0.59
165.284,0.04,0.55,0.26,0.61
165.294,0.08,0.57,0.14,0.59
165.304,0.09,0.62,0.09,0.64
165.314,0.03,0.59,0.22,0.64
165.324,0.05,0.54,0.33,0.63
165.334,0.14,0.60,0.24,0.66
165.344,0.17,0.63,0.11,0.66
165.354,0.14,0.60,0.13,0.63
165.364,0.12,0.55,0.26,0.61
165.373,0.17,0.51,0.22,0.58
165.383,0.21,0.53,0.08,0.58
165.393,0.13,0.51,0.10,0.54
165.403,0.10,0.50,0.23,0.56
165.413,0.11,0.52,0.19,0.56
165.423,0.16,0.53,0.02,0.56
165.433,0.18,0.55,-0.01,0.58
165.443,0.12,0.48,0.16,0.52
165.453,0.18,0.45,0.18,0.52
165.463,0.18,0.49,0.09,0.53
165.473,0.15,0.55,0.02,0.57
165.483,0.04,0.55,0.13,0.57
165.493,0.02,0.55,0.20,0.58
165.503,0.08,0.58,0.13,0.60
165.513,0.13,0.57,-0.01,0.59
165.522,0.12,0.53,0.08,0.55
165.533,0.05,0.48,0.25,0.55
165.543,0.08,0.50,0.20,0.54
165.553,0.07,0.52,0.09,0.53
165.562,0.05,0.56,0.07,0.56
165.572,-0.01,0.45,0.16,0.47
165.582,0.03,0.40,0.15,0.43
165.592,0.10,0.44,0.03,0.45
165.602,0.12,0.43,-0.03,0.45
165.612,0.03,0.37,0.09,0.38
165.622,0.04,0.38,0.17,0.42
165.632,0.09,0.42,0.08,0.43
165.642,0.09,0.44,-0.08,0.45
165.652,0.05,0.38,-0.01,0.38
165.662,0.05,0.33,0.14,0.36
165.672,0.13,0.38,0.12,0.42
165.682,0.17,0.38,-0.03,0.42
165.692,0.13,0.38,-0.03,0.40
165.702,0.05,0.33,0.08,0.34
165.712,0.10,0.34,0.08,0.36
165.722,0.15,0.37,-0.02,0.40
165.732,0.10,0.36,-0.04,0.38
165.742,0.06,0.29,0.07,0.31
165.752,0.08,0.27,0.09,0.30
165.761,0.12,0.31,-0.02,0.33
165.771,0.09,0.28,-0.08,0.31
165.781,-0.01,0.22,0.06,0.23
165.791,0.00,0.22,0.16,0.27
165.801,0.02,0.23,0.04,0.23
165.811,0.02,0.21,-0.09,0.23
165.821,-0.01,0.18,-0.00,0.18
165.831,-0.00,0.21,0.10,0.24
165.841,0.00,0.21,0.07,0.22
165.851,0.05,0.25,-0.02,0.26
165.861,0.01,0.27,0.02,0.27
165.871,0.01,0.22,0.08,0.24
165.881,0.01,0.23,0.11,0.26
165.891,0.04,0.27,0.08,0.28
165.901,0.00,0.29,0.08,0.30
165.911,-0.09,0.26,0.15,0.31
165.921,-0.08,0.27,0.18,0.34
165.931,-0.07,0.29,0.12,0.32
165.940,-0.10,0.24,0.06,0.27
165.951,-0.07,0.23,0.12,0.27
165.960,-0.09,0.23,0.16,0.30
165.971,-0.05,0.22,0.06,0.23
165.980,-0.08,0.19,-0.03,0.21
165.990,-0.10,0.18,0.03,0.21
166.000,-0.09,0.18,0.03,0.21
166.010,-0.06,0.19,-0.04,0.20
166.020,-0.05,0.15,-0.12,0.20
166.030,-0.05,0.15,-0.09,0.19
166.040,-0.07,0.15,-0.03,0.17
166.050,-0.05,0.18,-0.06,0.19
166.060,-0.05,0.16,-0.13,0.21
166.070,-0.08,0.14,-0.11,0.20
166.080,-0.10,0.15,-0.04,0.19
166.090,-0.06,0.14,-0.05,0.16
166.100,-0.06,0.14,-0.10,0.19
166.110,-0.07,0.14,-0.10,0.19
166.120,-0.06,0.13,-0.01,0.14
166.130,-0.04,0.14,0.03,0.15
166.139,-0.02,0.15,-0.04,0.16
166.150,-0.01,0.14,-0.01,0.14
166.160,0.00,0.15,0.07,0.16
166.169,0.01,0.14,0.09,0.17
166.179,0.05,0.15,0.03,0.16
166.189,0.04,0.13,0.05,0.14
166.199,-0.00,0.10,0.14,0.17
166.209,0.08,0.10,0.15,0.20
166.219,0.09,0.13,0.09,0.18
166.229,0.10,0.14,0.05,0.18
166.239,0.07,0.09,0.10,0.15
166.249,0.05,0.08,0.15,0.18
166.259,0.08,0.12,0.13,0.20
166.269,0.04,0.15,0.07,0.18
166.279,-0.00,0.11,0.11,0.16
166.289,0.01,0.10,0.15,0.18
166.299,0.05,0.12,0.12,0.17
166.309,0.04,0.13,0.02,0.14
166.319,-0.02,0.08,0.04,0.09
166.329,-0.00,0.04,0.10,0.11
166.339,0.04,0.11,0.10,0.15
166.349,0.03,0.15,0.01,0.15
166.358,-0.03,0.08,0.03,0.09
166.368,-0.03,0.10,0.08,0.13
166.378,0.00,0.13,0.06,0.14
166.388,0.03,0.12,-0.04,0.13
166.398,0.04,0.07,-0.04,0.09
166.408,0.06,0.05,0.02,0.08
166.418,0.08,0.08,0.01,0.12
166.428,0.07,0.08,-0.09,0.14
166.438,0.04,0.06,-0.09,0.12
166.448,-0.01,0.07,-0.00,0.07
166.458,-0.01,0.08,0.03,0.08
166.468,0.02,0.08,-0.07,0.11
166.478,0.05,0.09,-0.15,0.18
166.488,-0.00,0.05,-0.09,0.10
166.498,0.03,0.01,0.02,0.04
166.508,0.06,0.06,-0.04,0.09
166.518,0.04,0.10,-0.07,0.13
166.528,0.01,0.08,-0.05,0.10
166.538,-0.00,0.06,0.01,0.07
166.548,0.02,0.09,0.03,0.10
166.557,0.02,0.10,-0.02,0.10
166.567,-0.05,0.09,-0.02,0.10
166.577,-0.04,0.07,0.12,0.15
166.587,-0.05,0.11,0.16,0.21
166.597,-0.03,0.13,0.04,0.14
166.607,-0.05,0.09,-0.01,0.10
166.617,-0.03,0.07,0.09,0.12
166.627,0.00,0.06,0.14,0.15
166.637,0.01,0.07,0.04,0.08
166.647,-0.04,0.04,0.02,0.06
166.657,-0.03,0.05,0.10,0.11
166.667,-0.06,0.09,0.15,0.18
166.677,-0.03,0.10,0.04,0.11
166.687,0.04,0.06,-0.06,0.09
166.697,0.01,0.02,-0.02,0.03
166.707,-0.01,-0.04,0.07,0.08
166.717,0.03,-0.00,0.09,0.09
166.727,-0.01,0.05,-0.01,0.05
166.737,-0.09,0.04,-0.03,0.10
166.747,-0.09,0.01,0.07,0.12
166.756,-0.02,0.06,0.10,0.12
166.766,-0.02,0.06,-0.05,0.08
166.776,-0.03,-0.02,-0.09,0.10
166.786,-0.00,-0.02,0.10,0.10
166.796,0.05,0.03,0.11,0.12
166.806,0.05,0.03,-0.05,0.07
166.816,-0.01,0.01,-0.04,0.04
166.826,-0.01,0.02,0.09,0.09
166.836,-0.01,0.05,0.08,0.09
166.846,-0.02,0.05,-0.05,0.07
166.856,-0.02,-0.01,-0.04,0.05
166.866,-0.06,-0.04,0.05,0.09
166.876,-0.04,0.02,0.05,0.06
166.886,0.01,0.05,-0.07,0.09
166.896,-0.02,0.02,-0.14,0.14
166.906,-0.06,0.02,-0.03,0.06
166.916,-0.02,0.01,0.09,0.09
166.926,0.03,0.07,-0.06,0.10
166.936,0.00,0.08,-0.15,0.17
166.946,-0.03,0.07,-0.01,0.08
166.955,-0.04,0.05,0.07,0.09
166.965,0.00,0.05,-0.06,0.07
166.975,0.01,0.05,-0.13,0.14
166.986,-0.05,-0.00,-0.07,0.09
166.995,-0.04,-0.00,0.06,0.07
167.005,-0.03,0.02,0.02,0.05
167.015,-0.08,-0.01,-0.07,0.10
167.025,-0.11,-0.05,-0.01,0.13
167.035,-0.11,-0.07,0.14,0.20
167.045,-0.08,-0.04,0.16,0.18
167.055,-0.03,-0.01,0.03,0.04
167.065,0.00,-0.02,-0.04,0.04
167.075,0.01,-0.06,0.02,0.06
167.085,0.14,-0.01,0.01,0.14
167.095,0.22,0.03,-0.12,0.25
167.105,0.24,-0.01,-0.22,0.33
167.115,0.21,-0.06,-0.15,0.27
167.125,0.21,-0.03,-0.05,0.21
167.135,0.15,0.01,-0.16,0.22
167.145,0.10,-0.01,-0.24,0.26
167.154,-0.00,-0.02,-0.13,0.14
167.164,-0.03,0.00,-0.06,0.07
167.174,-0.07,-0.04,-0.09,0.11
167.184,-0.12,-0.02,-0.06,0.14
167.194,-0.19,-0.00,0.01,0.19
167.204,-0.22,-0.02,0.08,0.24
167.214,-0.21,-0.02,0.05,0.21
167.224,-0.22,0.01,0.01,0.22
167.234,-0.24,-0.00,0.10,0.26
167.244,-0.21,-0.03,0.20,0.29
167.254,-0.15,0.01,0.12,0.19
167.264,-0.11,0.04,-0.01,0.12
167.274,-0.11,0.01,-0.00,0.11
167.284,-0.10,-0.03,0.06,0.12
167.294,-0.02,0.00,0.05,0.06
167.304,-0.01,-0.00,-0.05,0.05
167.314,-0.03,-0.07,-0.12,0.14
167.324,-0.02,-0.08,-0.06,0.10
167.334,0.04,-0.04,-0.03,0.07
167.344,0.05,-0.07,-0.15,0.18
167.353,0.05,-0.12,-0.21,0.25
167.364,0.07,-0.16,-0.08,0.19
167.373,0.11,-0.18,-0.04,0.21
167.383,0.15,-0.19,-0.15,0.28
167.393,0.13,-0.19,-0.19,0.30
167.403,0.06,-0.25,-0.07,0.27
167.413,0.07,-0.27,-0.00,0.28
167.423,0.13,-0.21,-0.09,0.26
167.433,0.10,-0.25,-0.20,0.33
167.443,0.05,-0.33,-0.17,0.37
167.453,0.04,-0.35,-0.03,0.36
167.463,0.09,-0.28,-0.05,0.30
167.473,0.05,-0.28,-0.17,0.34
167.483,0.03,-0.30,-0.16,0.34
167.493,0.00,-0.28,-0.05,0.29
167.503,0.03,-0.25,-0.04,0.26
167.513,0.03,-0.21,-0.16,0.27
167.523,-0.04,-0.24,-0.13,0.27
167.533,-0.07,-0.23,0.03,0.25
167.543,-0.10,-0.18,0.04,0.21
167.553,-0.09,-0.13,-0.05,0.16
167.563,-0.13,-0.13,-0.02,0.19
167.572,-0.19,-0.17,0.09,0.27
167.582,-0.16,-0.19,0.12,0.28
167.592,-0.11,-0.15,-0.02,0.19
167.602,-0.12,-0.17,-0.09,0.22
167.612,-0.14,-0.22,-0.02,0.26
167.622,-0.14,-0.23,0.04,0.28
167.632,-0.08,-0.20,-0.04,0.22
167.642,-0.10,-0.24,-0.17,0.31
167.652,-0.09,-0.29,-0.18,0.35
167.662,-0.10,-0.29,-0.10,0.32
167.672,-0.06,-0.27,-0.16,0.32
167.682,-0.04,-0.26,-0.29,0.39
167.692,-0.08,-0.28,-0.27,0.40
167.702,-0.11,-0.27,-0.18,0.35
167.712,-0.13,-0.24,-0.18,0.33
167.722,-0.12,-0.18,-0.25,0.33
167.732,-0.18,-0.16,-0.23,0.34
167.742,-0.24,-0.16,-0.12,0.32
167.751,-0.25,-0.14,-0.09,0.31
167.762,-0.22,-0.10,-0.19,0.31
167.771,-0.24,-0.13,-0.20,0.34
167.781,-0.23,-0.13,-0.10,0.29
167.791,-0.26,-0.15,-0.05,0.30
167.801,-0.24,-0.15,-0.14,0.32
167.811,-0.27,-0.18,-0.18,0.37
167.821,-0.34,-0.21,-0.08,0.41
167.831,-0.38,-0.25,0.04,0.45
167.841,-0.32,-0.23,-0.03,0.40
167.851,-0.31,-0.24,-0.12,0.41
167.861,-0.30,-0.30,-0.09,0.43
167.871,-0.24,-0.32,0.03,0.40
167.881,-0.14,-0.32,-0.01,0.35
167.891,-0.08,-0.30,-0.11,0.33
167.901,-0.07,-0.37,-0.06,0.38
167.911,-0.05,-0.35,0.06,0.36
167.921,0.00,-0.32,0.08,0.33
167.930,0.05,-0.28,0.02,0.29
167.941,0.05,-0.31,0.02,0.31
167.951,0.04,-0.32,0.09,0.34
167.961,0.07,-0.26,0.14,0.31
167.970,0.12,-0.21,0.07,0.25
167.980,0.10,-0.21,-0.03,0.23
167.990,0.09,-0.20,0.04,0.23
168.000,0.15,-0.18,0.10,0.25
168.010,0.18,-0.12,-0.01,0.21
168.020,0.17,-0.09,-0.07,0.21
168.030,0.06,-0.13,0.04,0.15
168.040,0.03,-0.12,0.11,0.17
168.050,0.03,-0.04,0.03,0.06
168.060,0.01,-0.01,-0.13,0.13
168.070,-0.07,-0.09,-0.12,0.17
168.080,-0.11,-0.16,-0.01,0.20
168.090,-0.10,-0.15,-0.04,0.19
168.100,-0.07,-0.15,-0.20,0.26
168.110,-0.11,-0.18,-0.23,0.31
168.120,-0.18,-0.23,-0.12,0.31
168.130,-0.15,-0.27,-0.11,0.32
168.140,-0.13,-0.27,-0.23,0.38
168.150,-0.14,-0.29,-0.24,0.40
168.160,-0.21,-0.34,-0.17,0.43
168.169,-0.20,-0.40,-0.19,0.49
168.179,-0.16,-0.39,-0.23,0.48
168.189,-0.16,-0.36,-0.26,0.47
168.199,-0.15,-0.39,-0.19,0.46
168.209,-0.10,-0.40,-0.16,0.44
168.219,-0.06,-0.33,-0.20,0.39
168.229,-0.06,-0.27,-0.25,0.38
168.239,-0.15,-0.32,-0.12,0.37
168.249,-0.10,-0.28,0.03,0.30
168.259,-0.05,-0.20,-0.04,0.21
168.269,-0.03,-0.19,-0.16,0.25
168.279,-0.05,-0.21,-0.14,0.26
168.289,-0.06,-0.23,0.02,0.24
168.299,-0.03,-0.20,0.03,0.21
168.309,-0.01,-0.17,-0.09,0.20
168.319,-0.08,-0.13,-0.12,0.20
168.329,-0.13,-0.16,0.03,0.21
168.339,-0.12,-0.19,0.07,0.23
168.349,-0.05,-0.15,-0.00,0.16
168.359,-0.07,-0.17,-0.05,0.19
168.368,-0.15,-0.23,0.01,0.28
168.378,-0.09,-0.24,0.06,0.26
168.388,-0.01,-0.21,-0.03,0.21
168.398,0.01,-0.18,-0.16,0.24
168.408,-0.07,-0.27,-0.07,0.29
168.418,-0.07,-0.31,0.06,0.32
168.428,-0.03,-0.27,0.02,0.28
168.438,-0.03,-0.24,-0.14,0.28
168.448,-0.07,-0.27,-0.11,0.30
168.458,-0.10,-0.30,0.03,0.32
168.468,-0.07,-0.30,-0.03,0.31
168.478,-0.04,-0.27,-0.15,0.31
168.488,-0.07,-0.30,-0.15,0.34
168.498,-0.14,-0.28,-0.05,0.31
168.508,-0.11,-0.29,-0.04,0.32
168.518,-0.08,-0.25,-0.15,0.30
168.528,-0.09,-0.21,-0.23,0.33
168.538,-0.13,-0.25,-0.10,0.30
168.547,-0.11,-0.26,-0.07,0.29
168.558,-0.06,-0.23,-0.18,0.30
168.567,-0.06,-0.22,-0.24,0.33
168.578,-0.12,-0.23,-0.17,0.31
168.587,-0.12,-0.26,-0.13,0.31
168.597,-0.10,-0.24,-0.18,0.32
168.607,-0.08,-0.20,-0.21,0.30
168.617,-0.17,-0.23,-0.14,0.32
168.627,-0.17,-0.26,-0.07,0.32
168.637,-0.14,-0.28,-0.10,0.33
168.647,-0.10,-0.26,-0.19,0.33
168.657,-0.17,-0.25,-0.17,0.35
168.667,-0.18,-0.28,-0.03,0.33
168.677,-0.12,-0.25,0.03,0.28
168.687,-0.10,-0.23,-0.10,0.27
168.697,-0.15,-0.24,-0.13,0.31
168.707,-0.17,-0.27,0.00,0.32
168.717,-0.10,-0.30,0.04,0.32
168.727,-0.02,-0.27,-0.04,0.28
168.737,-0.01,-0.25,-0.15,0.29
168.747,-0.09,-0.30,-0.06,0.32
168.757,-0.04,-0.36,0.03,0.36
168.766,-0.01,-0.32,-0.03,0.33
168.776,0.02,-0.27,-0.18,0.32
168.786,-0.08,-0.32,-0.13,0.36
168.796,-0.06,-0.33,0.02,0.34
168.806,-0.03,-0.33,-0.03,0.33
168.816,-0.01,-0.32,-0.17,0.36
168.826,-0.04,-0.30,-0.15,0.33
168.836,-0.04,-0.28,0.00,0.29
168.846,-0.07,-0.29,-0.00,0.30
168.856,-0.02,-0.26,-0.13,0.29
168.866,-0.06,-0.24,-0.13,0.28
168.876,-0.15,-0.23,-0.01,0.28
168.886,-0.16,-0.25,0.06,0.30
168.896,-0.11,-0.20,-0.07,0.24
168.906,-0.08,-0.19,-0.19,0.28
168.916,-0.14,-0.24,-0.15,0.31
168.926,-0.11,-0.24,-0.06,0.27
168.936,-0.07,-0.24,-0.10,0.27
168.945,-0.10,-0.24,-0.21,0.33
168.956,-0.17,-0.25,-0.17,0.35
168.965,-0.22,-0.28,-0.02,0.36
168.975,-0.20,-0.28,-0.06,0.35
168.985,-0.17,-0.29,-0.20,0.39
168.995,-0.17,-0.32,-0.23,0.43
169.005,-0.17,-0.36,-0.11,0.41
169.015,-0.10,-0.38,-0.08,0.40
169.025,-0.06,-0.33,-0.18,0.38
169.035,-0.08,-0.29,-0.24,0.39
169.045,-0.15,-0.35,-0.12,0.40
169.055,-0.13,-0.35,-0.00,0.38
169.065,-0.10,-0.32,-0.07,0.34
169.075,-0.09,-0.33,-0.12,0.37
169.085,-0.15,-0.33,-0.03,0.36
169.095,-0.11,-0.35,0.05,0.37
169.105,-0.02,-0.35,-0.04,0.35
169.115,-0.01,-0.33,-0.17,0.37
169.125,-0.03,-0.34,-0.10,0.36
169.135,-0.06,-0.40,0.06,0.41
169.144,-0.04,-0.34,0.02,0.35
169.155,-0.01,-0.32,-0.10,0.33
169.164,-0.05,-0.32,-0.10,0.34
169.174,-0.09,-0.35,0.02,0.36
169.184,-0.06,-0.34,0.07,0.35
169.194,0.01,-0.29,-0.06,0.29
169.204,0.00,-0.31,-0.16,0.35
169.214,-0.05,-0.33,-0.05,0.34
169.224,-0.03,-0.31,0.04,0.32
169.234,0.03,-0.29,-0.06,0.30
169.244,0.02,-0.25,-0.20,0.32
169.254,-0.05,-0.29,-0.10,0.31
169.264,-0.08,-0.34,0.03,0.35
169.274,-0.05,-0.33,-0.06,0.34
169.284,-0.04,-0.27,-0.21,0.35
169.294,-0.13,-0.29,-0.15,0.35
169.304,-0.17,-0.33,-0.04,0.37
169.314,-0.15,-0.32,-0.06,0.36
169.324,-0.09,-0.29,-0.20,0.37
169.334,-0.12,-0.31,-0.20,0.39
169.343,-0.18,-0.36,-0.08,0.41
169.354,-0.16,-0.37,-0.04,0.41
169.363,-0.14,-0.36,-0.14,0.41
169.374,-0.15,-0.32,-0.22,0.42
169.383,-0.20,-0.36,-0.15,0.44
169.393,-0.18,-0.40,-0.09,0.45
169.403,-0.12,-0.41,-0.15,0.45
169.413,-0.08,-0.38,-0.25,0.46
169.423,-0.14,-0.38,-0.17,0.44
169.433,-0.18,-0.43,-0.07,0.47
169.443,-0.15,-0.41,-0.11,0.45
169.453,-0.13,-0.36,-0.22,0.44
169.463,-0.16,-0.35,-0.21,0.44
169.473,-0.19,-0.42,-0.08,0.47
169.483,-0.15,-0.39,-0.03,0.42
169.493,-0.09,-0.34,-0.16,0.39
169.503,-0.10,-0.32,-0.25,0.42
169.513,-0.18,-0.36,-0.12,0.42
169.523,-0.13,-0.34,0.02,0.37
169.533,-0.10,-0.30,-0.06,0.32
169.542,-0.11,-0.30,-0.21,0.39
169.553,-0.16,-0.32,-0.15,0.38
169.563,-0.15,-0.35,-0.03,0.38
169.572,-0.10,-0.36,-0.07,0.38
169.582,-0.11,-0.33,-0.18,0.40
169.592,-0.19,-0.32,-0.12,0.39
169.602,-0.23,-0.34,0.02,0.41
169.612,-0.16,-0.36,-0.02,0.40
169.622,-0.12,-0.32,-0.16,0.38
169.632,-0.13,-0.33,-0.15,0.38
169.642,-0.14,-0.37,-0.03,0.40
169.652,-0.10,-0.38,0.02,0.39
169.662,-0.04,-0.35,-0.10,0.36
169.672,-0.04,-0.30,-0.17,0.35
169.682,-0.09,-0.32,-0.09,0.35
169.692,-0.08,-0.32,-0.01,0.33
169.702,-0.00,-0.29,-0.06,0.29
169.712,0.02,-0.26,-0.17,0.31
