time,ax,ay,az,atotal
0.667,-0.52,0.26,1.12,1.26
0.677,-1.19,-0.49,1.14,1.72
0.687,-2.07,-0.54,1.26,2.48
0.696,-2.54,0.46,1.08,2.79
0.706,-1.57,1.44,0.25,2.14
0.716,-0.48,1.66,-0.10,1.73
0.726,-0.14,1.32,-0.05,1.33
0.736,0.53,1.05,-0.08,1.17
0.746,1.62,0.77,-0.09,1.79
0.756,2.54,0.60,-0.21,2.62
0.766,2.78,0.71,-0.71,2.95
0.776,1.50,1.49,-0.90,2.30
0.786,-0.97,2.35,-0.40,2.57
0.796,-1.42,2.74,-0.22,3.09
0.806,-0.60,1.97,-0.86,2.23
0.816,0.76,-0.05,-1.25,1.46
0.826,0.67,-0.99,-0.78,1.43
0.836,0.09,-0.81,0.28,0.86
0.846,0.09,-0.18,-0.23,0.31
0.856,0.73,0.49,-0.71,1.13
0.866,0.50,1.20,0.45,1.37
0.876,0.41,1.78,1.98,2.70
0.886,-0.23,2.03,3.27,3.86
0.896,-0.33,1.69,4.04,4.39
0.905,-0.07,1.62,4.92,5.18
0.915,-0.09,1.81,5.69,5.97
0.925,-0.71,1.07,4.72,4.90
0.935,-1.56,-0.27,2.88,3.29
0.945,-2.82,-1.30,1.11,3.30
0.955,-3.96,-2.01,-0.26,4.45
0.965,-4.01,-1.96,-1.17,4.62
0.975,-3.38,-0.91,-1.82,3.94
0.985,-2.13,0.29,-2.59,3.37
0.995,-0.58,0.23,-1.88,1.98
1.005,0.01,-0.35,-0.59,0.68
1.015,0.35,0.10,0.52,0.64
1.025,0.73,0.40,1.45,1.67
1.035,0.75,-0.20,1.11,1.35
1.045,-0.14,-1.05,-0.14,1.07
1.055,-1.62,-1.27,-0.80,2.21
1.065,-1.21,-1.44,-1.24,2.25
1.075,-0.96,-1.79,-1.15,2.34
1.085,-0.69,-1.64,-0.57,1.87
1.095,-0.16,-1.30,0.19,1.33
1.105,1.14,-1.38,0.63,1.90
1.114,1.84,-1.49,1.11,2.62
1.124,1.22,-1.56,0.72,2.11
1.134,0.17,-1.83,-0.12,1.85
1.144,-0.97,-2.07,-1.10,2.53
1.154,-2.12,-2.09,-2.01,3.60
1.164,-3.30,-1.99,-2.47,4.57
1.174,-3.83,-1.91,-2.22,4.82
1.184,-3.27,-2.12,-1.43,4.15
1.194,-2.37,-2.20,-0.13,3.24
1.204,-1.83,-2.09,1.31,3.07
1.214,-1.55,-2.14,1.99,3.31
1.224,-1.10,-2.07,2.03,3.11
1.234,-1.09,-1.86,1.79,2.80
1.244,-1.57,-1.80,1.05,2.60
1.254,-0.06,-2.20,-0.71,2.32
1.264,-0.54,-1.94,-0.72,2.14
1.274,-1.46,-1.20,-0.46,1.95
1.284,-1.84,-1.16,-0.19,2.19
1.294,-1.61,-1.29,0.11,2.06
1.303,-1.43,-1.34,0.49,2.02
1.313,-1.33,-1.26,0.83,2.01
1.323,-0.97,-1.07,1.04,1.78
1.333,-0.35,-1.01,0.80,1.33
1.343,0.37,-0.78,0.28,0.91
1.353,1.02,0.09,-0.65,1.21
1.363,1.25,0.83,-1.69,2.26
1.373,0.78,1.29,-2.40,2.83
1.383,3.95,3.65,-3.98,6.69
1.393,5.70,3.79,-2.81,7.40
1.403,0.69,-0.16,-0.57,0.91
1.413,-2.20,-1.40,0.76,2.72
1.423,-3.56,-0.98,2.25,4.32
1.433,-2.94,1.04,1.79,3.59
1.443,-1.59,2.08,-0.39,2.65
1.453,-0.56,2.05,-1.79,2.78
1.463,0.18,1.77,-2.98,3.47
1.473,1.04,1.47,-2.97,3.48
1.483,1.58,1.41,-1.90,2.84
1.492,1.53,1.33,-0.30,2.05
1.502,0.79,0.79,1.63,1.97
1.513,-0.47,0.39,4.22,4.26
1.522,-1.05,0.19,4.60,4.72
1.532,-1.42,-0.20,4.17,4.41
1.542,-1.35,-0.34,2.77,3.10
1.552,-0.78,-0.46,1.58,1.83
1.562,0.58,-0.44,1.06,1.29
1.572,1.26,-0.20,1.07,1.67
1.582,1.22,-0.32,1.33,1.83
1.592,0.65,-0.59,1.68,1.90
1.602,-0.07,-0.58,1.84,1.93
1.612,-0.78,-0.13,1.12,1.37
1.622,-1.26,0.10,-0.41,1.33
1.632,-0.75,0.29,-1.58,1.78
1.642,0.25,0.62,-2.22,2.32
1.652,1.19,0.77,-2.29,2.69
1.662,1.92,0.81,-1.64,2.66
1.672,2.12,0.90,-0.57,2.37
1.682,1.93,1.01,0.48,2.23
1.692,1.33,1.11,1.13,2.07
1.701,0.24,1.05,1.21,1.62
1.712,-0.83,0.99,0.04,1.29
1.721,-1.60,0.74,-1.47,2.30
1.732,-1.96,0.60,-2.28,3.07
1.741,-1.66,0.85,-2.44,3.08
1.751,-1.04,1.01,-1.96,2.44
1.761,-0.20,0.80,-1.28,1.52
1.771,0.85,0.73,-0.05,1.12
1.781,1.38,0.88,1.06,1.95
1.791,1.22,0.93,1.61,2.22
1.801,0.42,0.67,1.89,2.05
1.811,-0.12,0.49,1.10,1.21
1.821,0.03,0.19,0.18,0.26
1.831,0.22,0.01,0.03,0.22
1.841,0.31,0.07,0.58,0.66
1.851,0.40,0.10,1.45,1.51
1.861,0.27,0.17,2.23,2.25
1.871,-0.12,0.34,2.37,2.40
1.881,-0.06,0.60,1.73,1.83
1.891,0.66,0.88,0.72,1.32
1.900,0.45,0.87,-0.42,1.07
1.910,0.09,1.39,-4.31,4.53
1.920,-0.95,2.38,-8.27,8.66
1.930,-1.88,2.01,-7.46,7.95
1.940,-2.67,0.85,-3.83,4.75
1.950,-3.55,0.88,-2.82,4.62
1.960,-2.35,0.06,-1.03,2.57
1.970,-0.33,-0.36,0.47,0.67
1.980,-0.70,-0.02,-0.17,0.72
1.990,-0.87,-0.45,0.11,0.99
2.000,0.18,-1.01,0.11,1.04
2.010,0.91,-0.92,-0.77,1.51
2.020,0.03,-1.08,-2.18,2.43
2.030,-1.18,-2.80,-2.97,4.25
2.040,-4.32,-4.11,-1.78,6.22
2.050,-5.45,-3.80,1.24,6.76
2.060,-5.05,-2.50,5.15,7.63
2.070,-2.52,-1.54,7.62,8.18
2.080,1.62,-1.07,5.03,5.39
2.089,5.13,-0.00,1.89,5.47
2.099,6.35,0.58,-0.82,6.43
2.109,6.47,2.27,-3.40,7.65
2.119,7.14,4.27,-4.56,9.49
2.129,3.52,3.42,-2.17,5.36
2.139,1.02,2.54,-1.04,2.93
2.149,0.90,2.76,-0.71,2.99
2.159,1.88,3.42,-0.63,3.95
2.169,0.44,2.48,-0.38,2.54
2.179,-0.39,1.42,-0.83,1.69
2.189,-0.54,0.92,-1.09,1.52
2.199,-0.33,1.05,-0.49,1.20
2.209,0.79,1.36,0.34,1.61
2.219,1.23,0.30,1.38,1.87
2.229,-0.05,0.39,0.37,0.54
2.239,0.67,1.23,-1.53,2.07
2.249,1.58,1.52,-2.54,3.35
2.259,1.10,1.22,-1.91,2.52
2.269,0.54,-1.14,0.96,1.58
2.279,-2.81,-3.08,3.34,5.34
2.288,-4.98,-4.45,3.37,7.48
2.298,-1.01,-3.72,1.42,4.11
2.309,0.48,-1.79,-0.21,1.87
2.318,0.77,-1.45,-0.10,1.64
2.328,0.15,-3.02,0.89,3.15
2.338,0.41,-3.07,1.92,3.64
2.348,0.84,-0.57,1.01,1.43
2.358,-0.25,1.72,1.22,2.12
2.368,-1.25,2.85,1.29,3.37
2.378,1.18,1.00,-0.42,1.60
2.388,1.30,1.01,-0.99,1.92
2.398,-0.28,0.82,-0.84,1.21
2.408,-0.24,0.47,-0.73,0.90
2.418,-0.37,-0.31,-0.24,0.54
2.428,-0.69,-1.39,-0.04,1.55
2.438,-0.60,-1.85,-0.35,1.98
2.448,-0.18,-1.57,-1.12,1.94
2.458,-0.14,-0.92,-0.38,1.00
2.470,-0.52,-0.21,0.21,0.60
2.478,-0.29,0.22,-0.24,0.44
2.487,-0.31,0.56,-0.73,0.97
2.497,-0.32,0.69,-0.49,0.91
2.507,-0.19,0.56,-0.04,0.59
2.517,-0.03,0.14,0.21,0.26
2.527,-0.02,-0.42,0.36,0.55
2.537,-0.78,-0.03,0.69,1.04
2.547,-0.68,0.02,-0.03,0.68
2.557,-0.76,-0.55,-0.22,0.97
2.567,-0.54,-0.85,-0.12,1.01
2.577,-0.29,-1.14,0.23,1.20
2.587,0.01,-1.09,0.16,1.10
2.597,0.96,-0.62,0.32,1.19
2.607,0.94,0.12,0.21,0.97
2.617,0.68,0.77,0.07,1.03
2.627,0.36,1.08,0.14,1.15
2.637,0.21,1.01,0.02,1.03
2.647,0.03,0.69,0.01,0.69
2.657,0.07,0.37,0.11,0.39
2.667,-0.21,0.41,0.21,0.51
2.676,-0.73,0.63,0.05,0.97
2.687,-0.96,1.55,0.22,1.84
2.696,0.66,2.37,0.62,2.53
2.706,1.49,1.26,0.24,1.97
2.716,0.09,1.24,-0.45,1.32
2.726,-0.30,2.33,-0.23,2.36
2.736,-0.13,2.92,0.05,2.92
2.746,0.16,3.33,-0.13,3.34
2.756,0.14,2.70,-0.58,2.77
2.766,0.06,1.06,-0.34,1.11
2.776,0.34,-0.82,-0.14,0.89
2.786,0.13,-2.80,-0.07,2.81
2.796,0.41,-3.04,-0.06,3.06
2.806,0.32,-2.54,0.07,2.56
2.816,0.16,-2.00,0.17,2.01
2.826,0.16,-2.12,0.10,2.13
2.836,0.60,-0.45,-0.76,1.07
2.846,-0.13,0.04,-0.25,0.29
2.856,-0.58,0.05,0.30,0.65
2.866,-0.55,1.13,0.11,1.26
2.876,-0.38,0.85,-0.14,0.94
2.886,0.50,1.42,-1.08,1.85
2.895,-0.16,-0.72,0.01,0.74
2.905,-0.61,-1.10,0.27,1.28
2.915,-0.50,-1.26,0.47,1.43
2.925,0.64,0.93,-0.57,1.27
2.935,-0.03,1.43,-1.34,1.96
2.945,-0.00,6.35,-2.18,6.71
2.955,-0.56,11.39,-0.58,11.42
2.965,0.13,10.32,-0.64,10.34
2.975,-0.79,4.34,-2.21,4.93
2.985,-2.50,2.07,-1.55,3.60
2.995,-4.00,6.00,-0.69,7.25
3.005,-6.16,0.11,-5.46,8.23
3.015,-4.01,-4.54,-5.20,7.98
3.025,-2.05,-4.78,-1.43,5.40
3.035,-2.24,-0.08,1.80,2.88
3.045,-3.33,5.50,1.20,6.54
3.055,-3.85,5.69,1.78,7.09
3.065,-3.15,4.01,1.28,5.26
3.075,0.59,-0.20,0.42,0.75
3.085,6.54,-8.99,1.18,11.18
3.095,8.93,-9.26,1.03,12.90
3.105,8.67,-8.93,0.16,12.44
3.114,3.94,-8.92,0.94,9.80
3.124,0.61,-5.83,-0.15,5.86
3.134,-1.26,-5.46,-0.19,5.60
3.144,-2.51,-5.22,-0.36,5.80
3.154,-2.36,-4.66,-0.04,5.22
3.164,-0.90,-3.17,0.67,3.37
3.174,0.60,-1.61,0.13,1.73
3.184,0.28,-0.86,-0.36,0.97
3.194,-0.06,-0.33,-0.36,0.49
3.204,0.03,0.11,-0.55,0.56
3.214,0.04,0.18,-0.70,0.72
3.224,0.04,-0.00,-0.38,0.38
3.234,0.22,-0.21,0.09,0.32
3.244,0.45,-0.40,0.41,0.73
3.254,0.56,-0.69,0.59,1.07
3.264,0.59,-0.64,0.58,1.04
3.274,0.22,-0.37,0.08,0.44
3.284,-0.11,0.27,-0.56,0.63
3.293,-1.10,1.39,-1.17,2.12
3.304,-1.83,1.50,-1.31,2.70
3.313,-1.10,1.01,-0.67,1.64
3.324,-0.35,0.79,0.13,0.87
3.333,-0.10,0.44,0.48,0.66
3.343,-0.06,0.29,0.55,0.62
3.353,0.11,0.20,0.32,0.39
3.363,0.22,-0.03,0.11,0.25
3.373,0.25,-0.22,-0.11,0.35
3.383,0.15,-0.03,-0.07,0.16
3.393,-0.12,0.06,0.04,0.14
3.403,-0.23,0.04,0.10,0.25
3.413,-0.13,-0.01,0.20,0.24
3.423,0.02,-0.04,0.27,0.28
3.433,0.04,-0.06,0.19,0.21
3.443,-0.00,-0.03,0.04,0.05
3.453,-0.14,-0.03,-0.12,0.19
3.463,0.08,-0.27,-0.13,0.31
3.473,0.11,-0.27,-0.08,0.30
3.483,0.05,-0.01,-0.28,0.28
3.492,0.36,0.12,-0.22,0.44
3.503,0.51,0.34,0.23,0.65
3.512,0.44,0.31,0.50,0.73
3.522,0.26,0.09,0.48,0.55
3.532,0.17,0.03,0.37,0.40
3.542,0.18,0.05,0.21,0.28
3.552,0.15,0.05,0.05,0.16
3.562,0.16,0.07,-0.04,0.18
3.572,0.11,0.04,-0.03,0.12
3.582,0.08,0.03,0.02,0.09
3.592,0.07,0.05,0.05,0.09
3.602,0.07,0.08,0.10,0.14
3.612,0.03,0.12,0.15,0.19
3.622,0.02,0.11,0.16,0.20
3.632,0.02,0.10,0.11,0.15
3.642,0.06,0.06,0.03,0.09
3.652,0.10,0.00,0.03,0.10
3.662,0.09,-0.02,0.06,0.12
3.672,0.08,-0.05,0.08,0.13
3.682,0.04,-0.04,0.04,0.07
3.691,-0.02,-0.05,0.02,0.06
3.702,-0.10,-0.03,0.01,0.10
3.711,-0.15,-0.01,-0.04,0.15
3.721,-0.20,0.01,-0.08,0.21
3.731,-0.28,0.03,-0.12,0.30
3.741,-0.33,0.03,-0.13,0.35
3.751,-0.35,0.06,-0.13,0.38
3.761,-0.35,0.11,-0.12,0.38
3.771,-0.34,0.16,-0.12,0.39
3.781,-0.33,0.18,-0.13,0.40
3.791,-0.34,0.23,-0.11,0.43
3.801,-0.38,0.23,-0.12,0.46
3.811,-0.41,0.25,-0.13,0.50
3.821,-0.53,0.23,-0.16,0.59
3.831,-0.59,0.17,-0.16,0.63
3.841,-0.71,0.12,-0.23,0.75
3.851,-0.76,0.02,-0.36,0.84
3.861,-0.66,-0.13,-0.46,0.82
3.871,-0.54,-0.23,-0.47,0.75
3.881,-0.38,-0.27,-0.36,0.59
3.890,-0.26,-0.30,-0.17,0.43
3.900,-0.22,-0.29,0.02,0.36
3.910,-0.15,-0.19,0.21,0.32
3.921,-0.08,-0.08,0.37,0.39
3.930,-0.05,0.03,0.44,0.44
3.940,-0.03,0.11,0.41,0.42
3.950,-0.01,0.16,0.30,0.34
3.960,-0.05,0.20,0.13,0.24
3.970,-0.04,0.16,-0.02,0.16
3.980,-0.09,0.07,-0.16,0.20
3.990,-0.22,-0.05,-0.26,0.35
4.000,-0.30,-0.08,-0.28,0.42
4.010,-0.27,-0.21,-0.33,0.47
4.020,-0.22,-0.23,-0.29,0.43
4.030,-0.23,-0.18,-0.17,0.33
4.040,-0.47,-0.03,-0.23,0.53
4.050,-0.35,0.17,-0.13,0.41
4.060,0.04,-0.08,0.12,0.15
4.070,-0.04,0.04,0.05,0.08
4.080,-0.11,0.23,-0.03,0.25
4.089,0.08,0.10,0.05,0.14
4.100,0.18,0.03,-0.04,0.18
4.109,0.10,0.04,-0.16,0.19
4.120,0.12,-0.06,-0.11,0.17
4.129,0.09,-0.17,-0.10,0.22
4.139,-0.04,-0.14,-0.02,0.15
4.149,-0.08,-0.19,0.13,0.25
4.159,-0.12,-0.21,0.25,0.35
4.169,0.06,-0.12,0.33,0.36
4.179,0.09,-0.12,0.32,0.35
4.189,0.47,-0.13,0.20,0.53
4.199,0.67,-0.07,0.28,0.73
4.209,0.71,-0.10,0.27,0.77
4.219,0.61,0.00,0.26,0.66
4.229,0.61,-0.04,0.41,0.73
4.239,0.83,-0.08,0.34,0.90
4.249,0.86,-0.01,0.33,0.92
4.259,0.91,-0.01,0.38,0.98
4.269,0.97,-0.02,0.41,1.06
4.279,1.03,-0.02,0.44,1.12
4.289,1.04,-0.01,0.44,1.13
4.299,1.01,-0.02,0.48,1.11
4.308,0.91,-0.04,0.45,1.02
4.319,0.80,-0.05,0.42,0.91
4.328,0.69,-0.03,0.36,0.78
4.338,0.63,0.01,0.33,0.71
4.348,0.60,0.05,0.32,0.68
4.358,0.49,0.05,0.30,0.57
4.368,0.37,0.03,0.27,0.46
4.378,0.24,-0.00,0.16,0.29
4.388,0.06,-0.03,0.07,0.10
4.398,-0.03,-0.03,0.02,0.05
4.408,-0.05,-0.02,-0.04,0.07
4.418,-0.10,-0.05,-0.12,0.16
4.428,-0.34,-0.07,-0.24,0.43
4.438,-0.48,-0.09,-0.29,0.57
4.448,-0.59,-0.15,-0.21,0.64
4.458,-0.59,-0.13,-0.15,0.63
4.468,-0.71,-0.10,-0.14,0.73
4.478,-0.75,-0.02,-0.18,0.78
4.487,-0.67,0.07,-0.19,0.70
4.498,-0.62,0.19,-0.23,0.69
4.507,-0.56,0.36,-0.13,0.68
4.517,-0.47,0.48,-0.02,0.67
4.527,-0.32,0.52,0.06,0.61
4.537,-0.13,0.47,0.17,0.52
4.547,0.02,0.37,0.18,0.41
4.557,0.04,0.27,0.07,0.29
4.567,0.04,0.18,-0.05,0.19
4.577,0.05,0.11,-0.07,0.14
4.587,0.03,0.04,-0.10,0.11
4.597,-0.01,-0.06,-0.11,0.13
4.607,-0.07,-0.12,-0.13,0.20
4.617,-0.15,-0.16,-0.08,0.23
4.627,-0.15,-0.10,0.01,0.18
4.637,-0.05,-0.09,0.07,0.13
4.647,0.09,-0.07,0.14,0.18
4.657,0.27,-0.05,0.19,0.34
4.667,0.38,-0.07,0.24,0.45
4.677,0.45,-0.08,0.20,0.49
4.686,0.44,-0.11,0.17,0.48
4.696,0.37,-0.12,0.10,0.40
4.706,0.33,-0.09,0.10,0.36
4.716,0.30,-0.05,0.13,0.33
4.726,0.21,-0.04,0.14,0.26
4.736,0.19,-0.01,0.12,0.23
4.746,0.21,-0.00,0.11,0.24
4.756,0.13,-0.03,0.12,0.18
4.766,0.10,-0.03,0.12,0.16
4.776,0.13,0.00,0.08,0.15
4.786,0.10,0.01,0.05,0.11
4.796,0.03,-0.00,0.04,0.05
4.806,-0.04,-0.00,0.04,0.06
4.816,-0.06,0.03,0.03,0.08
4.826,-0.11,0.06,0.02,0.13
4.836,-0.10,0.07,0.02,0.12
4.846,-0.09,0.07,0.02,0.11
4.856,-0.10,0.07,0.00,0.12
4.865,-0.06,0.05,0.01,0.08
4.876,-0.04,0.05,0.01,0.07
4.885,-0.05,0.04,0.02,0.06
4.896,-0.05,0.04,0.03,0.07
4.905,-0.02,0.04,0.03,0.05
4.915,-0.01,0.03,-0.00,0.03
4.925,0.00,0.01,0.02,0.03
4.935,0.02,0.03,0.01,0.04
4.945,0.00,0.03,0.03,0.04
4.955,0.02,0.05,0.03,0.06
4.965,0.03,0.04,0.01,0.05
4.975,0.03,0.06,-0.00,0.07
4.985,0.02,0.05,-0.01,0.05
4.995,0.00,0.04,0.01,0.04
5.005,0.03,0.04,0.01,0.05
5.015,0.00,0.04,0.05,0.06
5.025,0.00,0.03,0.05,0.06
5.035,0.00,0.04,0.05,0.07
5.045,0.01,0.05,0.05,0.07
5.055,0.02,0.05,0.04,0.07
5.065,0.01,0.03,0.02,0.04
5.075,-0.01,0.04,0.03,0.05
5.084,0.01,0.04,0.05,0.06
5.095,0.05,0.03,0.04,0.07
5.104,0.05,0.04,0.03,0.07
5.114,0.04,0.03,0.03,0.06
5.124,0.02,0.02,0.05,0.06
5.135,0.03,0.01,0.03,0.05
5.144,0.03,0.02,0.04,0.05
5.154,-0.00,0.00,0.04,0.04
5.164,0.02,0.03,0.04,0.05
5.174,0.03,0.02,0.04,0.06
5.184,0.03,-0.00,0.03,0.04
5.194,0.01,-0.03,0.01,0.03
5.204,-0.01,-0.01,0.04,0.04
5.214,-0.01,-0.01,0.05,0.05
5.224,0.01,-0.02,0.04,0.04
5.234,0.01,-0.01,0.04,0.05
5.244,-0.03,0.02,0.04,0.05
5.254,-0.02,0.03,0.05,0.06
5.264,-0.01,0.02,0.04,0.05
5.274,-0.01,0.03,0.03,0.04
5.284,-0.03,0.01,0.03,0.04
5.294,0.01,0.04,0.05,0.06
5.303,0.02,0.05,0.05,0.07
5.313,0.04,0.05,0.02,0.06
5.323,0.06,0.04,0.01,0.07
5.333,0.05,0.02,0.00,0.06
5.343,0.04,0.03,0.02,0.06
5.353,0.03,0.01,0.02,0.04
5.363,0.03,0.02,0.01,0.04
5.373,0.03,0.02,0.03,0.04
5.383,0.01,0.03,0.02,0.04
5.393,-0.00,0.04,0.02,0.04
5.403,0.00,0.02,0.00,0.02
5.413,-0.02,0.04,0.02,0.05
5.423,-0.02,0.04,0.04,0.06
5.433,-0.02,0.04,0.04,0.06
5.443,-0.02,0.04,0.02,0.05
5.453,-0.02,0.02,0.01,0.03
5.463,-0.04,0.02,0.03,0.05
5.473,-0.05,0.02,0.04,0.07
5.483,-0.03,0.02,0.04,0.06
5.493,-0.01,0.03,0.01,0.04
5.502,-0.02,0.03,0.00,0.04
5.513,-0.02,0.02,0.03,0.03
5.522,-0.01,0.02,0.03,0.04
5.532,-0.01,0.02,0.01,0.03
5.542,0.01,0.02,0.01,0.02
5.552,0.01,-0.01,0.02,0.02
5.562,0.02,-0.00,0.01,0.02
5.572,0.06,0.00,0.00,0.06
5.582,0.07,-0.00,-0.00,0.07
5.592,0.03,0.01,0.03,0.04
5.602,0.01,-0.00,0.03,0.03
5.612,0.00,0.03,0.05,0.06
5.622,0.03,0.03,0.04,0.06
5.632,0.05,0.05,0.01,0.07
5.642,0.02,0.03,0.00,0.03
5.652,0.01,0.03,0.03,0.04
5.662,0.02,0.04,0.04,0.06
5.672,0.03,0.03,0.03,0.05
5.682,-0.02,0.03,0.05,0.06
5.691,-0.01,0.04,0.06,0.07
5.701,0.00,0.04,0.05,0.06
5.711,0.00,0.02,0.03,0.04
5.721,-0.01,0.04,0.02,0.04
5.731,-0.00,0.02,0.02,0.03
5.741,0.01,0.01,0.03,0.03
5.751,0.01,0.01,0.03,0.03
5.761,0.03,0.01,0.01,0.03
5.771,-0.01,-0.02,-0.00,0.02
5.781,-0.03,-0.01,0.01,0.04
5.791,-0.03,0.01,0.03,0.04
5.801,-0.03,0.03,-0.00,0.04
5.811,-0.03,0.03,-0.00,0.04
5.821,-0.03,0.02,0.02,0.04
5.831,-0.01,0.03,0.01,0.04
5.841,-0.00,0.03,0.00,0.03
5.851,0.01,0.02,0.01,0.02
5.861,-0.02,0.02,0.02,0.04
5.871,-0.03,0.01,0.04,0.05
5.881,-0.03,0.02,0.03,0.05
5.891,0.01,0.04,0.01,0.04
5.900,0.00,0.04,0.02,0.04
5.911,-0.01,0.03,0.04,0.05
5.920,0.01,0.04,0.04,0.05
5.930,0.01,0.03,0.02,0.03
5.940,0.02,0.02,0.02,0.03
5.950,-0.00,0.01,0.03,0.04
5.960,0.01,0.03,0.04,0.05
5.970,-0.00,0.03,0.03,0.05
5.980,0.01,0.02,0.02,0.03
5.990,0.01,0.05,0.02,0.05
6.000,-0.03,0.02,0.03,0.05
6.010,-0.02,0.02,0.04,0.05
6.020,0.01,0.01,0.01,0.02
6.030,0.02,0.01,-0.01,0.03
6.040,0.01,0.02,-0.01,0.02
6.050,0.01,0.02,0.02,0.03
6.060,-0.01,0.01,0.02,0.03
6.070,-0.02,0.01,0.02,0.03
6.079,-0.03,0.02,0.03,0.04
6.090,-0.03,0.03,-0.01,0.05
6.100,-0.02,0.01,0.00,0.03
6.110,0.02,0.00,0.01,0.02
6.119,0.01,-0.02,0.02,0.03
6.130,-0.02,-0.02,0.02,0.03
6.139,-0.02,-0.01,0.05,0.05
6.149,0.01,-0.02,0.02,0.03
6.159,0.01,0.01,-0.02,0.02
6.169,-0.00,-0.00,0.01,0.01
6.179,-0.02,0.01,0.02,0.03
6.189,0.00,0.03,0.02,0.04
6.199,-0.03,0.02,0.02,0.05
6.209,0.00,0.04,0.02,0.05
6.219,-0.01,0.05,0.03,0.06
6.229,0.01,0.04,0.02,0.05
6.239,0.02,0.03,0.03,0.05
6.249,0.00,0.05,0.02,0.06
6.259,-0.00,0.06,0.04,0.07
6.269,-0.03,0.04,0.05,0.08
6.278,-0.01,0.06,0.05,0.07
6.289,-0.00,0.02,0.01,0.03
6.298,-0.02,0.01,0.01,0.02
6.308,-0.00,0.01,0.02,0.02
6.318,-0.01,0.00,0.01,0.02
6.328,-0.01,0.00,0.01,0.02
6.338,0.01,-0.00,0.01,0.02
6.348,-0.01,-0.01,-0.01,0.02
6.358,-0.01,-0.02,-0.00,0.02
6.368,-0.00,0.01,0.01,0.01
6.378,0.01,0.04,0.01,0.04
6.388,-0.01,0.02,0.01,0.03
6.398,-0.03,-0.01,0.01,0.03
6.408,-0.01,-0.02,0.01,0.02
6.418,0.02,-0.00,0.00,0.02
6.428,0.03,0.01,-0.02,0.04
6.438,-0.02,0.00,0.00,0.02
6.448,-0.04,-0.00,0.03,0.05
6.458,-0.02,0.02,0.03,0.04
6.468,0.02,0.02,0.03,0.04
6.478,-0.05,0.03,0.03,0.07
6.488,-0.02,0.04,0.00,0.04
6.497,-0.03,0.02,0.00,0.03
6.507,-0.01,0.04,0.00,0.04
